Sequence_ID	Header	Length	Sequence_Type
g15417.t1	g15417.t1	175	PROTEIN
g15418.t1	g15418.t1	431	PROTEIN
g15419.t1	g15419.t1	572	PROTEIN
g15420.t1	g15420.t1	136	PROTEIN
g15421.t1	g15421.t1	137	PROTEIN
g15422.t1	g15422.t1	335	PROTEIN
g15423.t1	g15423.t1	156	PROTEIN
g15424.t1	g15424.t1	509	PROTEIN
g15425.t1	g15425.t1	301	PROTEIN
g15426.t1	g15426.t1	868	PROTEIN
g15427.t1	g15427.t1	296	PROTEIN
g15428.t1	g15428.t1	938	PROTEIN
g15429.t1	g15429.t1	107	PROTEIN
g15430.t1	g15430.t1	101	PROTEIN
g15431.t1	g15431.t1	253	PROTEIN
g15432.t1	g15432.t1	100	PROTEIN
g15433.t1	g15433.t1	105	PROTEIN
g15434.t1	g15434.t1	797	PROTEIN
g15435.t1	g15435.t1	291	PROTEIN
g15436.t1	g15436.t1	487	PROTEIN
g15437.t1	g15437.t1	190	PROTEIN
g15438.t1	g15438.t1	380	PROTEIN
g15439.t1	g15439.t1	93	PROTEIN
g15440.t1	g15440.t1	102	PROTEIN
g15441.t2	g15441.t2	546	PROTEIN
g15442.t1	g15442.t1	285	PROTEIN
g15443.t1	g15443.t1	271	PROTEIN
g15444.t1	g15444.t1	87	PROTEIN
g15445.t3	g15445.t3	247	PROTEIN
g15446.t1	g15446.t1	106	PROTEIN
g15447.t1	g15447.t1	373	PROTEIN
g15448.t1	g15448.t1	231	PROTEIN
g15449.t1	g15449.t1	304	PROTEIN
g15450.t1	g15450.t1	1442	PROTEIN
g15451.t1	g15451.t1	122	PROTEIN
g15452.t1	g15452.t1	176	PROTEIN
g15453.t1	g15453.t1	346	PROTEIN
g15454.t1	g15454.t1	562	PROTEIN
g15455.t2	g15455.t2	302	PROTEIN
g15456.t1	g15456.t1	200	PROTEIN
g15457.t1	g15457.t1	139	PROTEIN
g15458.t1	g15458.t1	125	PROTEIN
g15459.t1	g15459.t1	118	PROTEIN
g15460.t1	g15460.t1	219	PROTEIN
g15461.t1	g15461.t1	91	PROTEIN
g15462.t1	g15462.t1	101	PROTEIN
g15463.t1	g15463.t1	302	PROTEIN
g15464.t1	g15464.t1	133	PROTEIN
g15465.t1	g15465.t1	288	PROTEIN
g15466.t1	g15466.t1	128	PROTEIN
g15467.t1	g15467.t1	106	PROTEIN
g15468.t1	g15468.t1	69	PROTEIN
g15469.t1	g15469.t1	79	PROTEIN
g15470.t1	g15470.t1	131	PROTEIN
g15471.t1	g15471.t1	84	PROTEIN
g15472.t1	g15472.t1	117	PROTEIN
g15473.t1	g15473.t1	220	PROTEIN
g15474.t1	g15474.t1	97	PROTEIN
g15475.t1	g15475.t1	370	PROTEIN
g15476.t1	g15476.t1	73	PROTEIN
g15477.t1	g15477.t1	202	PROTEIN
g15478.t1	g15478.t1	118	PROTEIN
g15479.t1	g15479.t1	162	PROTEIN
g15480.t1	g15480.t1	247	PROTEIN
g15481.t1	g15481.t1	73	PROTEIN
g15482.t1	g15482.t1	280	PROTEIN
g15483.t1	g15483.t1	564	PROTEIN
g15484.t1	g15484.t1	561	PROTEIN
g15485.t1	g15485.t1	564	PROTEIN
g15486.t1	g15486.t1	89	PROTEIN
g15487.t1	g15487.t1	514	PROTEIN
g15488.t1	g15488.t1	85	PROTEIN
g15489.t1	g15489.t1	103	PROTEIN
g15490.t1	g15490.t1	547	PROTEIN
g15491.t1	g15491.t1	117	PROTEIN
g15492.t1	g15492.t1	140	PROTEIN
g15493.t1	g15493.t1	154	PROTEIN
g15494.t1	g15494.t1	112	PROTEIN
g15495.t1	g15495.t1	86	PROTEIN
g15496.t1	g15496.t1	899	PROTEIN
g15497.t2	g15497.t2	212	PROTEIN
g15498.t1	g15498.t1	759	PROTEIN
g15499.t1	g15499.t1	137	PROTEIN
g15500.t1	g15500.t1	217	PROTEIN
g15501.t1	g15501.t1	249	PROTEIN
g15502.t1	g15502.t1	171	PROTEIN
g15503.t1	g15503.t1	302	PROTEIN
g15504.t1	g15504.t1	193	PROTEIN
g15505.t1	g15505.t1	727	PROTEIN
g15506.t1	g15506.t1	592	PROTEIN
g15507.t1	g15507.t1	120	PROTEIN
g15508.t1	g15508.t1	433	PROTEIN
g15509.t1	g15509.t1	570	PROTEIN
g15510.t1	g15510.t1	648	PROTEIN
g15511.t1	g15511.t1	285	PROTEIN
g15512.t1	g15512.t1	80	PROTEIN
g15513.t1	g15513.t1	887	PROTEIN
g15514.t1	g15514.t1	102	PROTEIN
g15515.t1	g15515.t1	306	PROTEIN
g15516.t1	g15516.t1	77	PROTEIN
g15517.t1	g15517.t1	383	PROTEIN
g15518.t1	g15518.t1	83	PROTEIN
g15519.t1	g15519.t1	2214	PROTEIN
g15520.t1	g15520.t1	149	PROTEIN
g15521.t1	g15521.t1	194	PROTEIN
g15522.t1	g15522.t1	278	PROTEIN
g15523.t1	g15523.t1	892	PROTEIN
g15524.t1	g15524.t1	111	PROTEIN
g15525.t1	g15525.t1	583	PROTEIN
g15526.t1	g15526.t1	856	PROTEIN
g15527.t2	g15527.t2	177	PROTEIN
g15528.t1	g15528.t1	293	PROTEIN
g15529.t1	g15529.t1	105	PROTEIN
g15530.t1	g15530.t1	366	PROTEIN
g15531.t1	g15531.t1	113	PROTEIN
g15532.t1	g15532.t1	90	PROTEIN
g15533.t1	g15533.t1	258	PROTEIN
g15534.t1	g15534.t1	369	PROTEIN
g15535.t1	g15535.t1	72	PROTEIN
g15536.t1	g15536.t1	90	PROTEIN
g15537.t1	g15537.t1	285	PROTEIN
g15538.t1	g15538.t1	245	PROTEIN
g15539.t1	g15539.t1	85	PROTEIN
g15540.t1	g15540.t1	491	PROTEIN
g15541.t1	g15541.t1	276	PROTEIN
g15542.t1	g15542.t1	306	PROTEIN
g15543.t1	g15543.t1	94	PROTEIN
g15544.t1	g15544.t1	619	PROTEIN
g15545.t1	g15545.t1	101	PROTEIN
g15546.t1	g15546.t1	70	PROTEIN
g15547.t1	g15547.t1	180	PROTEIN
g15548.t1	g15548.t1	366	PROTEIN
g15549.t1	g15549.t1	250	PROTEIN
g15550.t1	g15550.t1	228	PROTEIN
g15551.t1	g15551.t1	174	PROTEIN
g15552.t1	g15552.t1	421	PROTEIN
g15553.t1	g15553.t1	202	PROTEIN
g15554.t2	g15554.t2	432	PROTEIN
g15555.t1	g15555.t1	759	PROTEIN
g15556.t1	g15556.t1	374	PROTEIN
g15557.t1	g15557.t1	392	PROTEIN
g15558.t1	g15558.t1	352	PROTEIN
g15559.t1	g15559.t1	341	PROTEIN
g15560.t1	g15560.t1	307	PROTEIN
g15561.t1	g15561.t1	319	PROTEIN
g15562.t1	g15562.t1	237	PROTEIN
g15563.t1	g15563.t1	430	PROTEIN
g15564.t1	g15564.t1	430	PROTEIN
g15565.t1	g15565.t1	442	PROTEIN
g15566.t1	g15566.t1	414	PROTEIN
g15567.t1	g15567.t1	456	PROTEIN
g15568.t1	g15568.t1	220	PROTEIN
g15569.t1	g15569.t1	97	PROTEIN
g15570.t1	g15570.t1	61	PROTEIN
g15571.t1	g15571.t1	100	PROTEIN
g15572.t1	g15572.t1	120	PROTEIN
g15573.t1	g15573.t1	349	PROTEIN
g15574.t1	g15574.t1	403	PROTEIN
g15575.t1	g15575.t1	356	PROTEIN
g15576.t1	g15576.t1	110	PROTEIN
g15577.t1	g15577.t1	276	PROTEIN
g15578.t1	g15578.t1	109	PROTEIN
g15579.t1	g15579.t1	212	PROTEIN
g15580.t1	g15580.t1	535	PROTEIN
g15581.t1	g15581.t1	704	PROTEIN
g15582.t1	g15582.t1	245	PROTEIN
g15583.t1	g15583.t1	221	PROTEIN
g15584.t1	g15584.t1	129	PROTEIN
g15585.t1	g15585.t1	146	PROTEIN
g15586.t1	g15586.t1	1753	PROTEIN
g15587.t1	g15587.t1	68	PROTEIN
g15588.t1	g15588.t1	43	PROTEIN
g15589.t1	g15589.t1	215	PROTEIN
g15590.t1	g15590.t1	99	PROTEIN
g15591.t1	g15591.t1	108	PROTEIN
g15592.t1	g15592.t1	131	PROTEIN
g15593.t1	g15593.t1	396	PROTEIN
g15594.t1	g15594.t1	962	PROTEIN
g15595.t1	g15595.t1	528	PROTEIN
g15596.t1	g15596.t1	751	PROTEIN
g15597.t1	g15597.t1	280	PROTEIN
g15598.t1	g15598.t1	347	PROTEIN
g15599.t1	g15599.t1	688	PROTEIN
g15600.t2	g15600.t2	172	PROTEIN
g15601.t1	g15601.t1	377	PROTEIN
g15602.t1	g15602.t1	446	PROTEIN
g15603.t1	g15603.t1	322	PROTEIN
g15604.t1	g15604.t1	485	PROTEIN
g15605.t1	g15605.t1	157	PROTEIN
g15606.t1	g15606.t1	64	PROTEIN
g15607.t1	g15607.t1	115	PROTEIN
g15608.t1	g15608.t1	548	PROTEIN
g15609.t1	g15609.t1	136	PROTEIN
g15610.t1	g15610.t1	736	PROTEIN
g15611.t1	g15611.t1	76	PROTEIN
g15612.t1	g15612.t1	110	PROTEIN
g15613.t1	g15613.t1	151	PROTEIN
g15614.t1	g15614.t1	129	PROTEIN
g15615.t1	g15615.t1	202	PROTEIN
g15616.t1	g15616.t1	123	PROTEIN
g15617.t1	g15617.t1	125	PROTEIN
g15618.t1	g15618.t1	83	PROTEIN
g15619.t1	g15619.t1	114	PROTEIN
g15620.t2	g15620.t2	1255	PROTEIN
g15621.t1	g15621.t1	346	PROTEIN
g15622.t1	g15622.t1	265	PROTEIN
g15623.t1	g15623.t1	497	PROTEIN
g15624.t1	g15624.t1	135	PROTEIN
g15625.t1	g15625.t1	279	PROTEIN
g15626.t1	g15626.t1	627	PROTEIN
g15627.t1	g15627.t1	1259	PROTEIN
g15628.t1	g15628.t1	210	PROTEIN
g15629.t1	g15629.t1	113	PROTEIN
g15630.t1	g15630.t1	418	PROTEIN
g15631.t1	g15631.t1	89	PROTEIN
g15632.t1	g15632.t1	1972	PROTEIN
g15633.t1	g15633.t1	534	PROTEIN
g15634.t1	g15634.t1	587	PROTEIN
g15635.t1	g15635.t1	105	PROTEIN
g15636.t1	g15636.t1	167	PROTEIN
g15637.t1	g15637.t1	204	PROTEIN
g15638.t1	g15638.t1	221	PROTEIN
g15639.t1	g15639.t1	284	PROTEIN
g15640.t1	g15640.t1	121	PROTEIN
g15641.t1	g15641.t1	516	PROTEIN
g15642.t1	g15642.t1	262	PROTEIN
g15643.t1	g15643.t1	254	PROTEIN
g15644.t1	g15644.t1	259	PROTEIN
g15645.t1	g15645.t1	253	PROTEIN
g15646.t1	g15646.t1	44	PROTEIN
g15647.t1	g15647.t1	108	PROTEIN
g15648.t1	g15648.t1	879	PROTEIN
g15649.t1	g15649.t1	82	PROTEIN
g15650.t1	g15650.t1	810	PROTEIN
g15651.t1	g15651.t1	73	PROTEIN
g15652.t1	g15652.t1	128	PROTEIN
g15653.t1	g15653.t1	171	PROTEIN
g15654.t1	g15654.t1	358	PROTEIN
g15655.t1	g15655.t1	128	PROTEIN
g15656.t1	g15656.t1	160	PROTEIN
g15657.t1	g15657.t1	1521	PROTEIN
g15658.t1	g15658.t1	87	PROTEIN
g15659.t1	g15659.t1	184	PROTEIN
g15660.t1	g15660.t1	107	PROTEIN
g15661.t1	g15661.t1	67	PROTEIN
g15662.t1	g15662.t1	1264	PROTEIN
g15663.t1	g15663.t1	46	PROTEIN
g15664.t1	g15664.t1	369	PROTEIN
g15665.t2	g15665.t2	404	PROTEIN
g15666.t1	g15666.t1	167	PROTEIN
g15667.t1	g15667.t1	100	PROTEIN
g15668.t1	g15668.t1	264	PROTEIN
g15669.t1	g15669.t1	115	PROTEIN
g15670.t1	g15670.t1	626	PROTEIN
g15671.t1	g15671.t1	376	PROTEIN
g15672.t1	g15672.t1	71	PROTEIN
g15673.t1	g15673.t1	116	PROTEIN
g15674.t1	g15674.t1	1233	PROTEIN
g15675.t1	g15675.t1	409	PROTEIN
g15676.t1	g15676.t1	99	PROTEIN
g15677.t1	g15677.t1	617	PROTEIN
g15678.t1	g15678.t1	221	PROTEIN
g15679.t1	g15679.t1	102	PROTEIN
g15680.t1	g15680.t1	283	PROTEIN
g15681.t1	g15681.t1	243	PROTEIN
g15682.t1	g15682.t1	439	PROTEIN
g15683.t1	g15683.t1	78	PROTEIN
g15684.t1	g15684.t1	611	PROTEIN
g15685.t1	g15685.t1	85	PROTEIN
g15686.t1	g15686.t1	87	PROTEIN
g15687.t1	g15687.t1	594	PROTEIN
g15688.t1	g15688.t1	132	PROTEIN
g15689.t1	g15689.t1	204	PROTEIN
g15690.t1	g15690.t1	148	PROTEIN
g15691.t1	g15691.t1	99	PROTEIN
g15692.t1	g15692.t1	201	PROTEIN
g15693.t1	g15693.t1	152	PROTEIN
g15694.t1	g15694.t1	153	PROTEIN
g15695.t1	g15695.t1	86	PROTEIN
g15696.t1	g15696.t1	84	PROTEIN
g15697.t1	g15697.t1	168	PROTEIN
g15698.t1	g15698.t1	55	PROTEIN
g15699.t1	g15699.t1	99	PROTEIN
g15700.t1	g15700.t1	99	PROTEIN
g15701.t1	g15701.t1	89	PROTEIN
g15702.t1	g15702.t1	380	PROTEIN
g15703.t1	g15703.t1	259	PROTEIN
g15704.t1	g15704.t1	155	PROTEIN
g15705.t2	g15705.t2	278	PROTEIN
g15706.t1	g15706.t1	184	PROTEIN
g15707.t1	g15707.t1	377	PROTEIN
g15708.t1	g15708.t1	85	PROTEIN
g15709.t1	g15709.t1	288	PROTEIN
g15710.t2	g15710.t2	492	PROTEIN
g15711.t1	g15711.t1	252	PROTEIN
g15712.t1	g15712.t1	489	PROTEIN
g15713.t1	g15713.t1	135	PROTEIN
g15714.t1	g15714.t1	108	PROTEIN
g15715.t1	g15715.t1	263	PROTEIN
g15716.t1	g15716.t1	372	PROTEIN
g15717.t1	g15717.t1	743	PROTEIN
g15718.t1	g15718.t1	718	PROTEIN
g15719.t1	g15719.t1	283	PROTEIN
g15720.t1	g15720.t1	214	PROTEIN
g15721.t1	g15721.t1	294	PROTEIN
g15722.t1	g15722.t1	244	PROTEIN
g15723.t1	g15723.t1	264	PROTEIN
g15724.t1	g15724.t1	227	PROTEIN
g15725.t1	g15725.t1	329	PROTEIN
g15726.t1	g15726.t1	166	PROTEIN
g15727.t1	g15727.t1	465	PROTEIN
g15728.t1	g15728.t1	81	PROTEIN
g15729.t1	g15729.t1	168	PROTEIN
g15730.t1	g15730.t1	414	PROTEIN
g15731.t1	g15731.t1	134	PROTEIN
g15732.t1	g15732.t1	606	PROTEIN
g15733.t1	g15733.t1	260	PROTEIN
g15734.t1	g15734.t1	255	PROTEIN
g15735.t1	g15735.t1	78	PROTEIN
g15736.t1	g15736.t1	294	PROTEIN
g15737.t1	g15737.t1	582	PROTEIN
g15738.t1	g15738.t1	241	PROTEIN
g15739.t1	g15739.t1	104	PROTEIN
g15740.t1	g15740.t1	105	PROTEIN
g15741.t1	g15741.t1	560	PROTEIN
g15742.t1	g15742.t1	69	PROTEIN
g15743.t1	g15743.t1	398	PROTEIN
g15744.t1	g15744.t1	20	PROTEIN
g15745.t1	g15745.t1	95	PROTEIN
g15746.t1	g15746.t1	118	PROTEIN
g15747.t1	g15747.t1	296	PROTEIN
g15748.t1	g15748.t1	607	PROTEIN
g15749.t1	g15749.t1	595	PROTEIN
g15750.t1	g15750.t1	235	PROTEIN
g15751.t1	g15751.t1	167	PROTEIN
g15752.t1	g15752.t1	123	PROTEIN
g15753.t1	g15753.t1	74	PROTEIN
g15754.t1	g15754.t1	267	PROTEIN
g15755.t2	g15755.t2	135	PROTEIN
g15756.t1	g15756.t1	88	PROTEIN
g15757.t1	g15757.t1	475	PROTEIN
g15758.t2	g15758.t2	826	PROTEIN
g15759.t1	g15759.t1	117	PROTEIN
g15760.t1	g15760.t1	266	PROTEIN
g15761.t1	g15761.t1	297	PROTEIN
g15762.t1	g15762.t1	160	PROTEIN
g15763.t1	g15763.t1	407	PROTEIN
g15764.t4	g15764.t4	2334	PROTEIN
g15765.t1	g15765.t1	1256	PROTEIN
g15766.t1	g15766.t1	622	PROTEIN
g15767.t1	g15767.t1	63	PROTEIN
g15768.t1	g15768.t1	76	PROTEIN
g15769.t1	g15769.t1	110	PROTEIN
g15770.t1	g15770.t1	83	PROTEIN
g15771.t1	g15771.t1	79	PROTEIN
g15772.t1	g15772.t1	378	PROTEIN
g15773.t1	g15773.t1	75	PROTEIN
g15774.t1	g15774.t1	73	PROTEIN
g15775.t1	g15775.t1	129	PROTEIN
g15776.t1	g15776.t1	112	PROTEIN
g15777.t1	g15777.t1	67	PROTEIN
g15778.t1	g15778.t1	206	PROTEIN
g15779.t1	g15779.t1	216	PROTEIN
g15780.t1	g15780.t1	216	PROTEIN
g15781.t1	g15781.t1	236	PROTEIN
g15782.t1	g15782.t1	318	PROTEIN
g15783.t1	g15783.t1	78	PROTEIN
g15784.t1	g15784.t1	404	PROTEIN
g15785.t1	g15785.t1	180	PROTEIN
g15786.t1	g15786.t1	145	PROTEIN
g15787.t1	g15787.t1	66	PROTEIN
g15788.t1	g15788.t1	129	PROTEIN
g15789.t1	g15789.t1	152	PROTEIN
g15790.t1	g15790.t1	87	PROTEIN
g15791.t1	g15791.t1	244	PROTEIN
g15792.t1	g15792.t1	118	PROTEIN
g15793.t1	g15793.t1	233	PROTEIN
g15794.t1	g15794.t1	154	PROTEIN
g15795.t1	g15795.t1	120	PROTEIN
g15796.t1	g15796.t1	114	PROTEIN
g15797.t1	g15797.t1	97	PROTEIN
g15798.t1	g15798.t1	173	PROTEIN
g15799.t1	g15799.t1	620	PROTEIN
g15800.t1	g15800.t1	456	PROTEIN
g15801.t1	g15801.t1	461	PROTEIN
g15802.t1	g15802.t1	551	PROTEIN
g15803.t1	g15803.t1	80	PROTEIN
g15804.t1	g15804.t1	172	PROTEIN
g15805.t1	g15805.t1	536	PROTEIN
g15806.t1	g15806.t1	142	PROTEIN
g15807.t1	g15807.t1	133	PROTEIN
g15808.t1	g15808.t1	409	PROTEIN
g15809.t1	g15809.t1	815	PROTEIN
g15810.t1	g15810.t1	713	PROTEIN
g15811.t1	g15811.t1	270	PROTEIN
g15812.t1	g15812.t1	69	PROTEIN
g15813.t1	g15813.t1	723	PROTEIN
g15814.t1	g15814.t1	124	PROTEIN
g15815.t1	g15815.t1	411	PROTEIN
g15816.t1	g15816.t1	298	PROTEIN
g15817.t1	g15817.t1	102	PROTEIN
g15818.t1	g15818.t1	57	PROTEIN
g15819.t1	g15819.t1	182	PROTEIN
g15820.t1	g15820.t1	100	PROTEIN
g15821.t1	g15821.t1	93	PROTEIN
g15822.t1	g15822.t1	1057	PROTEIN
g15823.t2	g15823.t2	864	PROTEIN
g15824.t1	g15824.t1	275	PROTEIN
g15825.t1	g15825.t1	739	PROTEIN
g15826.t1	g15826.t1	139	PROTEIN
g15827.t1	g15827.t1	74	PROTEIN
g15828.t1	g15828.t1	292	PROTEIN
g15829.t1	g15829.t1	614	PROTEIN
g15830.t1	g15830.t1	749	PROTEIN
g15831.t1	g15831.t1	115	PROTEIN
g15832.t1	g15832.t1	554	PROTEIN
g15833.t1	g15833.t1	605	PROTEIN
g15834.t1	g15834.t1	232	PROTEIN
g15835.t1	g15835.t1	107	PROTEIN
g15836.t1	g15836.t1	97	PROTEIN
g15837.t1	g15837.t1	87	PROTEIN
g15838.t2	g15838.t2	135	PROTEIN
g15839.t1	g15839.t1	104	PROTEIN
g15840.t1	g15840.t1	612	PROTEIN
g15841.t1	g15841.t1	317	PROTEIN
g15842.t1	g15842.t1	271	PROTEIN
g15843.t1	g15843.t1	287	PROTEIN
g15844.t1	g15844.t1	172	PROTEIN
g15845.t1	g15845.t1	102	PROTEIN
g15846.t1	g15846.t1	309	PROTEIN
g15847.t1	g15847.t1	346	PROTEIN
g15848.t1	g15848.t1	422	PROTEIN
g15849.t1	g15849.t1	173	PROTEIN
g15850.t1	g15850.t1	520	PROTEIN
g15851.t1	g15851.t1	668	PROTEIN
g15852.t1	g15852.t1	188	PROTEIN
g15853.t1	g15853.t1	310	PROTEIN
g15854.t1	g15854.t1	123	PROTEIN
g15855.t1	g15855.t1	29	PROTEIN
g15856.t1	g15856.t1	228	PROTEIN
g15857.t1	g15857.t1	900	PROTEIN
g15858.t1	g15858.t1	412	PROTEIN
g15859.t1	g15859.t1	347	PROTEIN
g15860.t1	g15860.t1	212	PROTEIN
g15861.t1	g15861.t1	140	PROTEIN
g15862.t1	g15862.t1	140	PROTEIN
g15863.t1	g15863.t1	137	PROTEIN
g15864.t1	g15864.t1	324	PROTEIN
g15865.t1	g15865.t1	225	PROTEIN
g15866.t1	g15866.t1	337	PROTEIN
g15867.t1	g15867.t1	340	PROTEIN
g15868.t1	g15868.t1	238	PROTEIN
g15869.t1	g15869.t1	173	PROTEIN
g15870.t1	g15870.t1	381	PROTEIN
g15871.t1	g15871.t1	567	PROTEIN
g15872.t1	g15872.t1	465	PROTEIN
g15873.t1	g15873.t1	651	PROTEIN
g15874.t1	g15874.t1	338	PROTEIN
g15875.t1	g15875.t1	109	PROTEIN
g15876.t1	g15876.t1	86	PROTEIN
g15877.t1	g15877.t1	291	PROTEIN
g15878.t1	g15878.t1	330	PROTEIN
g15879.t1	g15879.t1	331	PROTEIN
g15880.t1	g15880.t1	344	PROTEIN
g15881.t1	g15881.t1	1514	PROTEIN
g15882.t1	g15882.t1	138	PROTEIN
g15883.t1	g15883.t1	162	PROTEIN
g15884.t1	g15884.t1	274	PROTEIN
g15885.t1	g15885.t1	119	PROTEIN
g15886.t1	g15886.t1	399	PROTEIN
g15887.t1	g15887.t1	258	PROTEIN
g15888.t1	g15888.t1	132	PROTEIN
g15889.t1	g15889.t1	88	PROTEIN
g15890.t1	g15890.t1	260	PROTEIN
g15891.t1	g15891.t1	392	PROTEIN
g15892.t2	g15892.t2	299	PROTEIN
g15893.t1	g15893.t1	76	PROTEIN
g15894.t1	g15894.t1	95	PROTEIN
g15895.t1	g15895.t1	184	PROTEIN
g15896.t1	g15896.t1	121	PROTEIN
g15897.t1	g15897.t1	289	PROTEIN
g15898.t1	g15898.t1	103	PROTEIN
g15899.t1	g15899.t1	108	PROTEIN
g15900.t1	g15900.t1	114	PROTEIN
g15901.t1	g15901.t1	120	PROTEIN
g15902.t1	g15902.t1	68	PROTEIN
g15903.t1	g15903.t1	99	PROTEIN
g15904.t1	g15904.t1	364	PROTEIN
g15905.t1	g15905.t1	96	PROTEIN
g15906.t1	g15906.t1	1085	PROTEIN
g15907.t1	g15907.t1	246	PROTEIN
g15908.t1	g15908.t1	105	PROTEIN
g15909.t4	g15909.t4	1144	PROTEIN
g15910.t1	g15910.t1	189	PROTEIN
g15911.t1	g15911.t1	623	PROTEIN
g15912.t1	g15912.t1	207	PROTEIN
g15913.t1	g15913.t1	181	PROTEIN
g15914.t1	g15914.t1	167	PROTEIN
g15915.t1	g15915.t1	117	PROTEIN
g15916.t1	g15916.t1	592	PROTEIN
g15917.t1	g15917.t1	105	PROTEIN
g15918.t1	g15918.t1	217	PROTEIN
g15919.t2	g15919.t2	1193	PROTEIN
g15920.t1	g15920.t1	235	PROTEIN
g15921.t1	g15921.t1	46	PROTEIN
g15922.t1	g15922.t1	528	PROTEIN
g15923.t1	g15923.t1	396	PROTEIN
g15924.t1	g15924.t1	445	PROTEIN
g15925.t1	g15925.t1	744	PROTEIN
g15926.t1	g15926.t1	111	PROTEIN
g15927.t1	g15927.t1	174	PROTEIN
g15928.t1	g15928.t1	103	PROTEIN
g15929.t1	g15929.t1	127	PROTEIN
g15930.t1	g15930.t1	129	PROTEIN
g15931.t1	g15931.t1	217	PROTEIN
g15932.t1	g15932.t1	263	PROTEIN
g15933.t1	g15933.t1	168	PROTEIN
g15934.t1	g15934.t1	113	PROTEIN
g15935.t1	g15935.t1	617	PROTEIN
g15936.t1	g15936.t1	114	PROTEIN
g15937.t1	g15937.t1	869	PROTEIN
g15938.t1	g15938.t1	181	PROTEIN
g15939.t1	g15939.t1	122	PROTEIN
g15940.t1	g15940.t1	475	PROTEIN
g15941.t1	g15941.t1	441	PROTEIN
g15942.t1	g15942.t1	165	PROTEIN
g15943.t1	g15943.t1	211	PROTEIN
g15944.t1	g15944.t1	95	PROTEIN
g15945.t1	g15945.t1	122	PROTEIN
g15946.t1	g15946.t1	96	PROTEIN
g15947.t1	g15947.t1	149	PROTEIN
g15948.t1	g15948.t1	83	PROTEIN
g15949.t1	g15949.t1	232	PROTEIN
g15950.t1	g15950.t1	66	PROTEIN
g15951.t1	g15951.t1	175	PROTEIN
g15952.t1	g15952.t1	105	PROTEIN
g15953.t1	g15953.t1	98	PROTEIN
g15954.t1	g15954.t1	836	PROTEIN
g15955.t1	g15955.t1	126	PROTEIN
g15956.t1	g15956.t1	355	PROTEIN
g15957.t1	g15957.t1	513	PROTEIN
g15958.t1	g15958.t1	632	PROTEIN
g15959.t1	g15959.t1	107	PROTEIN
g15960.t1	g15960.t1	429	PROTEIN
g15961.t1	g15961.t1	269	PROTEIN
g15962.t1	g15962.t1	697	PROTEIN
g15963.t1	g15963.t1	299	PROTEIN
g15964.t1	g15964.t1	93	PROTEIN
g15965.t1	g15965.t1	414	PROTEIN
g15966.t1	g15966.t1	429	PROTEIN
g15967.t1	g15967.t1	903	PROTEIN
g15968.t1	g15968.t1	255	PROTEIN
g15969.t1	g15969.t1	561	PROTEIN
g15970.t1	g15970.t1	551	PROTEIN
g15971.t1	g15971.t1	969	PROTEIN
g15972.t1	g15972.t1	526	PROTEIN
g15973.t1	g15973.t1	110	PROTEIN
g15974.t1	g15974.t1	105	PROTEIN
g15975.t1	g15975.t1	132	PROTEIN
g15976.t1	g15976.t1	92	PROTEIN
g15977.t1	g15977.t1	436	PROTEIN
g15978.t1	g15978.t1	181	PROTEIN
g15979.t1	g15979.t1	142	PROTEIN
g15980.t1	g15980.t1	373	PROTEIN
g15981.t1	g15981.t1	395	PROTEIN
g15982.t1	g15982.t1	122	PROTEIN
g15983.t1	g15983.t1	181	PROTEIN
g15984.t1	g15984.t1	176	PROTEIN
g15985.t2	g15985.t2	363	PROTEIN
g15986.t1	g15986.t1	121	PROTEIN
g15987.t1	g15987.t1	92	PROTEIN
g15988.t1	g15988.t1	108	PROTEIN
g15989.t1	g15989.t1	244	PROTEIN
g15990.t1	g15990.t1	75	PROTEIN
g15991.t2	g15991.t2	1183	PROTEIN
g15992.t2	g15992.t2	1642	PROTEIN
g15993.t1	g15993.t1	308	PROTEIN
g15994.t1	g15994.t1	208	PROTEIN
g15995.t1	g15995.t1	256	PROTEIN
g15996.t1	g15996.t1	106	PROTEIN
g15997.t1	g15997.t1	336	PROTEIN
g15998.t1	g15998.t1	135	PROTEIN
g15999.t1	g15999.t1	474	PROTEIN
g16000.t1	g16000.t1	77	PROTEIN
g16001.t1	g16001.t1	578	PROTEIN
g16002.t1	g16002.t1	1022	PROTEIN
g16003.t1	g16003.t1	89	PROTEIN
g16004.t1	g16004.t1	369	PROTEIN
g16005.t1	g16005.t1	135	PROTEIN
g16006.t1	g16006.t1	613	PROTEIN
g16007.t1	g16007.t1	94	PROTEIN
g16008.t1	g16008.t1	214	PROTEIN
g16009.t1	g16009.t1	110	PROTEIN
g16010.t1	g16010.t1	888	PROTEIN
g16011.t1	g16011.t1	218	PROTEIN
g16012.t1	g16012.t1	116	PROTEIN
g16013.t1	g16013.t1	99	PROTEIN
g16014.t1	g16014.t1	167	PROTEIN
g16015.t1	g16015.t1	261	PROTEIN
g16016.t1	g16016.t1	206	PROTEIN
g16017.t1	g16017.t1	888	PROTEIN
g16018.t1	g16018.t1	533	PROTEIN
g16019.t1	g16019.t1	233	PROTEIN
g16020.t1	g16020.t1	263	PROTEIN
g16021.t1	g16021.t1	325	PROTEIN
g16022.t1	g16022.t1	1111	PROTEIN
