gene_id	rank	final_score	decision	reason	sequence_length	best_hit_accession	best_hit_species	best_hit_taxid	best_hit_lineage	best_identity_pct	best_query_coverage_pct	best_evalue	best_bitscore	qualifying_hits	total_blast_hits	arthropod_fraction	bacterial_fraction	fungal_fraction	non_arthropod_eukaryote_fraction	other_prokaryote_fraction	taxonomy_classification	homology_score	taxonomy_score	annotation_score	interpro_score	target_class_score	functional_description	interpro_accessions	interpro_descriptions	pfam	panther	go_terms	functional_keywords	target_class	best_hit_description
g4174.t1	86	88.139	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	495	tr|A0A9R0CV95|A0A9R0CV95_SPOFR	Spodoptera frugiperda	7108	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	71.253	98.0	0.0	760.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	97.964	100.0	30.0	100.0	95.0	Peptidase S28	IPR008758; IPR042269; IPR029058	Peptidase S28; Serine carboxypeptidase S28, SKS domain; Alpha/Beta hydrolase fold	PF05577; Serine carboxypeptidase S28	PTHR11010; PROTEASE S28 PRO-X CARBOXYPEPTIDASE-RELATED	GO:0006508(InterPro)|GO:0070008(InterPro); GO:0008239(PANTHER)	enzyme; digestion	DIGESTION	Serine protease K12H4.7 OS=Spodoptera frugiperda OX=7108 GN=LOC118262825 PE=3 SV=1
g2843.t1	87	88.139	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	408	tr|A0A4C1YXT1|A0A4C1YXT1_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	76.633	98.0	0.0	660.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	97.964	100.0	30.0	100.0	95.0	Alpha/Beta hydrolase fold	IPR029058; IPR025483; IPR006693	Alpha/Beta hydrolase fold; Lipase, eukaryotic; Partial AB-hydrolase lipase domain	PF04083; Partial alpha/beta-hydrolase lipase region	PTHR11005; LYSOSOMAL ACID LIPASE-RELATED	GO:0016788(InterPro); GO:0006629(InterPro)	enzyme; digestion	DIGESTION	Lipase OS=Eumeta variegata OX=151549 GN=Lip1 PE=3 SV=1
g4390.t1	88	88.139	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	699	tr|A0ABR3H2H7|A0ABR3H2H7_LOXSC	Loxostege sticticalis	481309	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	78.603	98.0	0.0	1143.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	97.964	100.0	30.0	100.0	95.0	Peptidase M2, peptidyl-dipeptidase A	IPR001548	Peptidase M2, peptidyl-dipeptidase A	PF01401; Angiotensin-converting enzyme	PTHR10514; ANGIOTENSIN-CONVERTING ENZYME	GO:0006508(InterPro)|GO:0008237(InterPro)|GO:0008241(InterPro)|GO:0016020(InterPro); GO:0005886(PANTHER)|GO:0006508(InterPro)|GO:0008237(PANTHER)|GO:0008237(InterPro)|GO:0008241(InterPro)|GO:0016020(InterPro)	enzyme; digestion	DIGESTION	Angiotensin-converting enzyme OS=Loxostege sticticalis OX=481309 GN=ABMA27_010863 PE=3 SV=1
g3101.t1	89	88.139	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	450	tr|A0A4C1U0M5|A0A4C1U0M5_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	97.279	98.0	0.0	859.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	97.964	100.0	30.0	100.0	95.0	Peptidase M19	IPR008257; IPR032466	Peptidase M19; Metal-dependent hydrolase	PF01244; Membrane dipeptidase (Peptidase family M19)	PTHR10443; MICROSOMAL DIPEPTIDASE	GO:0006508(InterPro)|GO:0070573(InterPro)	enzyme; digestion	DIGESTION	Dipeptidase OS=Eumeta variegata OX=151549 GN=DPEP1 PE=3 SV=1
g2100.t1	90	88.139	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	319	tr|A0A4C1SI89|A0A4C1SI89_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	87.898	98.0	0.0	587.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	97.964	100.0	30.0	100.0	95.0	Triacylglycerol lipase family	IPR000734; IPR013818; IPR029058	Triacylglycerol lipase family; Lipase; Alpha/Beta hydrolase fold	PF00151; Lipase	PTHR11610; LIPASE	GO:0016298(InterPro); GO:0005615(PANTHER)|GO:0016042(PANTHER)|GO:0016298(InterPro)|GO:0016298(PANTHER)|GO:0017171(PANTHER)	enzyme; digestion	DIGESTION	Lipase domain-containing protein OS=Eumeta variegata OX=151549 GN=EVAR_70587_1 PE=3 SV=1
g17633.t1	91	88.139	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	408	tr|A0A4C1YXT1|A0A4C1YXT1_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	76.633	98.0	0.0	660.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	97.964	100.0	30.0	100.0	95.0	Alpha/Beta hydrolase fold	IPR029058; IPR025483; IPR006693	Alpha/Beta hydrolase fold; Lipase, eukaryotic; Partial AB-hydrolase lipase domain	PF04083; Partial alpha/beta-hydrolase lipase region	PTHR11005; LYSOSOMAL ACID LIPASE-RELATED	GO:0016788(InterPro); GO:0006629(InterPro)	enzyme; digestion	DIGESTION	tr|A0A4C1YXT1|A0A4C1YXT1_EUMVA Lipase OS=Eumeta variegata OX=151549 GN=Lip1 PE=3 SV=1
g15858.t1	92	88.139	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	412	tr|A0AAV1KYM0|A0AAV1KYM0_9NEOP	Parnassius mnemosyne	213953	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	89.356	98.0	0.0	771.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	97.964	100.0	30.0	100.0	95.0	Peptidase M19	IPR008257; IPR032466; IPR000180	Peptidase M19; Metal-dependent hydrolase; Membrane dipeptidase, active site	PF01244; Membrane dipeptidase (Peptidase family M19)	PTHR10443; MICROSOMAL DIPEPTIDASE	GO:0006508(InterPro)|GO:0070573(InterPro)	enzyme; digestion	DIGESTION	tr|A0AAV1KYM0|A0AAV1KYM0_9NEOP Dipeptidase OS=Parnassius mnemosyne OX=213953 GN=PARMNEM_LOCUS8802 PE=3 SV=1
g15957.t1	93	88.139	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	513	tr|A0A4C1T1G8|A0A4C1T1G8_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	90.22	98.0	0.0	966.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	97.964	100.0	30.0	100.0	95.0	Xaa-Pro dipeptidase-like	IPR052433; IPR007865; IPR029149; IPR000994; IPR036005	Xaa-Pro dipeptidase-like; Aminopeptidase P, N-terminal; Creatinase/Aminopeptidase P/Spt16, N-terminal; Peptidase M24; Creatinase/aminopeptidase-like	PF05195; Aminopeptidase P, N-terminal domain; PF00557; Metallopeptidase family M24	PTHR43226; XAA-PRO AMINOPEPTIDASE 3	GO:0004177(PANTHER)|GO:0005739(PANTHER)|GO:0006508(PANTHER)|GO:0008233(PANTHER); GO:0030145(InterPro)|GO:0070006(InterPro)	enzyme; digestion	DIGESTION	tr|A0A4C1T1G8|A0A4C1T1G8_EUMVA Xaa-Pro aminopeptidase 3 OS=Eumeta variegata OX=151549 GN=XPNPEP3 PE=3 SV=1
g5100.t1	94	88.139	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	632	tr|A0A4C1W4J0|A0A4C1W4J0_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	86.553	98.0	0.0	1147.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	97.964	100.0	30.0	100.0	95.0	Aminopeptidase N-like , N-terminal domain superfamliy	IPR042097; IPR001930; IPR050344; IPR027268; IPR034016; IPR014782; IPR045357	Aminopeptidase N-like , N-terminal domain superfamliy; Peptidase M1, alanine aminopeptidase/leukotriene A4 hydrolase; Peptidase M1 family aminopeptidases; Peptidase M4/M1, CTD superfamily; Aminopeptidase N-type; Peptidase M1, membrane alanine aminopeptidase; Aminopeptidase N-like , N-terminal domain	PF01433; Peptidase family M1 domain; PF17900; Peptidase M1 N-terminal domain	PTHR11533; PROTEASE M1 ZINC METALLOPROTEASE	GO:0006508(InterPro); GO:0005615(PANTHER)|GO:0005737(PANTHER)|GO:0006508(PANTHER)|GO:0008270(PANTHER)|GO:0016020(PANTHER)|GO:0042277(PANTHER)|GO:0043171(PANTHER)|GO:0070006(PANTHER); GO:0008237(InterPro)|GO:0008270(InterPro)	enzyme; digestion	DIGESTION	Aminopeptidase N OS=Eumeta variegata OX=151549 GN=ANPEP PE=3 SV=1
g7468.t1	95	88.139	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	1038	tr|A0A4C1W8E5|A0A4C1W8E5_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	80.98	98.0	0.0	1751.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	97.964	100.0	30.0	100.0	95.0	Peptidase M4/M1, CTD superfamily	IPR027268; IPR050344; IPR024571; IPR045357; IPR042097; IPR014782	Peptidase M4/M1, CTD superfamily; Peptidase M1 family aminopeptidases; ERAP1-like C-terminal domain; Aminopeptidase N-like , N-terminal domain; Aminopeptidase N-like , N-terminal domain superfamliy; Peptidase M1, membrane alanine aminopeptidase	PF11838; ERAP1-like C-terminal domain; PF17900; Peptidase M1 N-terminal domain; PF01433; Peptidase family M1 domain	PTHR11533; PROTEASE M1 ZINC METALLOPROTEASE	GO:0005615(PANTHER)|GO:0005737(PANTHER)|GO:0006508(PANTHER)|GO:0008270(PANTHER)|GO:0016020(PANTHER)|GO:0042277(PANTHER)|GO:0043171(PANTHER)|GO:0070006(PANTHER); GO:0008237(InterPro)|GO:0008270(InterPro)	enzyme; digestion	DIGESTION	Membrane alanyl aminopeptidase OS=Eumeta variegata OX=151549 GN=EVAR_95134_1 PE=3 SV=1
g2099.t1	96	88.139	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	342	tr|A0A4C1SI89|A0A4C1SI89_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	74.251	98.0	0.0	537.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	97.964	100.0	30.0	100.0	95.0	Triacylglycerol lipase family	IPR000734; IPR029058; IPR013818	Triacylglycerol lipase family; Alpha/Beta hydrolase fold; Lipase	PF00151; Lipase	PTHR11610; LIPASE	GO:0005615(PANTHER)|GO:0016042(PANTHER)|GO:0016298(InterPro)|GO:0016298(PANTHER); GO:0016298(InterPro)	enzyme; digestion	DIGESTION	Lipase domain-containing protein OS=Eumeta variegata OX=151549 GN=EVAR_70587_1 PE=3 SV=1
g19140.t1	97	88.139	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	408	tr|A0A4C1YXT1|A0A4C1YXT1_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	76.131	98.0	0.0	659.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	97.964	100.0	30.0	100.0	95.0	Lipase, eukaryotic	IPR025483; IPR029058; IPR006693	Lipase, eukaryotic; Alpha/Beta hydrolase fold; Partial AB-hydrolase lipase domain	PF04083; Partial alpha/beta-hydrolase lipase region	PTHR11005; LYSOSOMAL ACID LIPASE-RELATED	GO:0016788(InterPro); GO:0006629(InterPro)	enzyme; digestion	DIGESTION	tr|A0A4C1YXT1|A0A4C1YXT1_EUMVA Lipase OS=Eumeta variegata OX=151549 GN=Lip1 PE=3 SV=1
g18043.t1	98	88.139	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	555	tr|A0ACC1CEK4|A0ACC1CEK4_9NEOP	Dendrolimus kikuchii	765133	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	88.007	98.0	0.0	942.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	97.964	100.0	30.0	100.0	95.0	C2 domain	IPR000008; IPR000909; IPR001711; IPR001192; IPR035892; IPR017946	C2 domain; Phosphatidylinositol-specific phospholipase C, X domain; Phospholipase C, phosphatidylinositol-specific, Y domain; Phosphoinositide phospholipase C family; C2 domain superfamily; PLC-like phosphodiesterase, TIM beta/alpha-barrel domain superfamily	PF00387; Phosphatidylinositol-specific phospholipase C, Y domain; PF00168; C2 domain; PF00388; Phosphatidylinositol-specific phospholipase C, X domain	PTHR10336; PHOSPHOINOSITIDE-SPECIFIC PHOSPHOLIPASE C FAMILY PROTEIN	GO:0004435(InterPro)|GO:0006629(InterPro)|GO:0007165(InterPro)|GO:0035556(InterPro); GO:0035556(InterPro); GO:0004435(PANTHER)|GO:0007186(PANTHER)|GO:0007265(PANTHER)|GO:0035556(InterPro)|GO:0046488(PANTHER)|GO:0048015(PANTHER)|GO:0051209(PANTHER); GO:0006629(InterPro)|GO:0008081(InterPro)	digestion	DIGESTION	tr|A0ACC1CEK4|A0ACC1CEK4_9NEOP Phosphoinositide phospholipase C OS=Dendrolimus kikuchii OX=765133 GN=K1T71_014631 PE=4 SV=1
g3538.t1	99	88.088	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	369	tr|A0A4C1Z440|A0A4C1Z440_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	73.641	99.0	0.0	563.0	12	12	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	97.794	100.0	30.0	100.0	95.0	Serpin superfamily, domain 2	IPR042185; IPR042178; IPR023795; IPR023796; IPR000215; IPR036186	Serpin superfamily, domain 2; Serpin superfamily, domain 1; Serpin, conserved site; Serpin domain; Serpin family; Serpin superfamily	PF00079; Serpin (serine protease inhibitor)	PTHR11461; SERINE PROTEASE INHIBITOR, SERPIN	GO:0004867(InterPro)|GO:0005576(InterPro)|GO:0005615(PANTHER)	enzyme; digestion	DIGESTION	Serine protease inhibitor 77Ba OS=Eumeta variegata OX=151549 GN=Spn77Ba PE=3 SV=1
g4081.t1	100	88.06	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	299	tr|A0A4C1TF99|A0A4C1TF99_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	68.098	100.0	4.73e-150	431.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	97.7	100.0	30.0	100.0	95.0	Triacylglycerol lipase family	IPR000734; IPR013818; IPR029058	Triacylglycerol lipase family; Lipase; Alpha/Beta hydrolase fold	PF00151; Lipase	PTHR11610; LIPASE	GO:0005615(PANTHER)|GO:0016042(PANTHER)|GO:0016298(InterPro)|GO:0016298(PANTHER)|GO:0017171(PANTHER); GO:0016298(InterPro)	enzyme; digestion	DIGESTION	Lipoprotein lipase OS=Eumeta variegata OX=151549 GN=LPL PE=3 SV=1
g3829.t1	101	88.049	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	439	tr|A0A4C1VZB5|A0A4C1VZB5_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	81.277	99.0	0.0	749.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	98.664	100.0	30.0	93.0	100.0	Ecdysteroid kinase-like	IPR004119; IPR015897; IPR011009	Ecdysteroid kinase-like; CHK kinase-like; Protein kinase-like domain superfamily	PF02958; Ecdysteroid kinase-like family	PTHR11012; PROTEIN KINASE-LIKE DOMAIN-CONTAINING		enzyme	GROWTH_DEVELOPMENT	CHK kinase-like domain-containing protein OS=Eumeta variegata OX=151549 GN=EVAR_31615_1 PE=4 SV=1
g18787.t1	102	88.049	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	558	tr|A0A4C1SRI5|A0A4C1SRI5_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	95.602	94.0	0.0	1051.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	95.164	100.0	30.0	100.0	100.0	Glycosyl hydrolase family 18, active site	IPR001579; IPR029070; IPR050314; IPR001223; IPR014756; IPR011583; IPR017853; IPR013783; IPR013540	Glycosyl hydrolase family 18, active site; Chitinase insertion domain superfamily; Glycosyl hydrolase family 18; Glycoside hydrolase family 18, catalytic domain; Immunoglobulin E-set; Chitinase II/V-like, catalytic domain; Glycoside hydrolase superfamily; Immunoglobulin-like fold; Chitinase A N-terminal	PF00704; Glycosyl hydrolases family 18; PF08329; Chitinase A, N-terminal domain	PTHR11177; CHITINASE	GO:0004553(InterPro)|GO:0005975(InterPro); GO:0005975(InterPro); GO:0008061(InterPro); GO:0004568(InterPro)|GO:0006032(InterPro)	enzyme; digestion	CHITIN	tr|A0A4C1SRI5|A0A4C1SRI5_EUMVA Chitinase A OS=Eumeta variegata OX=151549 GN=chiA PE=3 SV=1
g11500.t1	103	88.049	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	414	sp|Q9GV28|IDGFL_BOMMO	Bombyx mori	7091	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	72.662	94.0	0.0	625.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	95.164	100.0	30.0	100.0	100.0	Glycoside hydrolase family 18, catalytic domain	IPR001223; IPR029070; IPR050314; IPR011583; IPR017853	Glycoside hydrolase family 18, catalytic domain; Chitinase insertion domain superfamily; Glycosyl hydrolase family 18; Chitinase II/V-like, catalytic domain; Glycoside hydrolase superfamily	PF00704; Glycosyl hydrolases family 18	PTHR11177; CHITINASE	GO:0005975(InterPro); GO:0004568(PANTHER)|GO:0005576(PANTHER)|GO:0006032(PANTHER)|GO:0008061(PANTHER); GO:0008061(InterPro)	enzyme; development; digestion	CHITIN	Chitinase-like protein EN03 OS=Bombyx mori OX=7091 GN=EN03 PE=1 SV=1
g6631.t1	104	87.98	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	82	tr|A0A4C1ZQD2|A0A4C1ZQD2_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	87.805	100.0	6.059999999999999e-42	144.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	97.435	100.0	30.0	100.0	95.0	Beta-1,4-glucuronyltransferase 1	IPR043189	Beta-1,4-glucuronyltransferase 1	PF13896; Glycosyl-transferase for dystroglycan	PTHR46420; BETA-1,4-GLUCURONYLTRANSFERASE 1	GO:0005794(PANTHER)|GO:0009101(InterPro)|GO:0015020(InterPro)|GO:0015020(PANTHER)|GO:0035269(PANTHER)	enzyme	DIGESTION	Anionic trypsin-2 OS=Eumeta variegata OX=151549 GN=Prss2 PE=4 SV=1
g9321.t1	105	87.953	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	942	tr|A0A8B8IGI3|A0A8B8IGI3_VANTA	Vanessa tameamea	334116	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	68.489	99.0	0.0	1365.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	97.342	100.0	30.0	100.0	95.0	Peptidase M1, membrane alanine aminopeptidase	IPR014782; IPR042097; IPR027268; IPR034016; IPR050344; IPR045357; IPR024571; IPR001930	Peptidase M1, membrane alanine aminopeptidase; Aminopeptidase N-like , N-terminal domain superfamliy; Peptidase M4/M1, CTD superfamily; Aminopeptidase N-type; Peptidase M1 family aminopeptidases; Aminopeptidase N-like , N-terminal domain; ERAP1-like C-terminal domain; Peptidase M1, alanine aminopeptidase/leukotriene A4 hydrolase	PF01433; Peptidase family M1 domain; PF17900; Peptidase M1 N-terminal domain; PF11838; ERAP1-like C-terminal domain	PTHR11533; PROTEASE M1 ZINC METALLOPROTEASE	GO:0008237(InterPro)|GO:0008270(InterPro); GO:0005615(PANTHER)|GO:0005737(PANTHER)|GO:0016020(PANTHER); GO:0006508(InterPro)	enzyme; digestion	DIGESTION	Aminopeptidase OS=Vanessa tameamea OX=334116 GN=LOC113400759 PE=3 SV=2
g2864.t1	106	87.929	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	265	tr|A0A4C1SF71|A0A4C1SF71_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	72.109	97.0	1.18e-151	435.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	97.264	100.0	30.0	100.0	95.0	Serine protease-like, trypsin family, histidine active site	IPR018114; IPR001254; IPR033116; IPR009003; IPR001314	Serine protease-like, trypsin family, histidine active site; Serine proteases, trypsin domain; Serine proteases, trypsin family, serine active site; Peptidase S1, PA clan; Peptidase S1A, chymotrypsin family	PF00089; Trypsin	PTHR24276; POLYSERASE-RELATED	GO:0004252(InterPro)|GO:0006508(InterPro); GO:0004252(PANTHER)	enzyme; membrane; digestion	DIGESTION	Trypsin, alkaline C OS=Eumeta variegata OX=151549 GN=EVAR_74358_1 PE=4 SV=1
g14032.t1	107	87.929	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	324	tr|A0A4C1Y231|A0A4C1Y231_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	84.127	97.0	0.0	553.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	97.264	100.0	30.0	100.0	95.0	Triacylglycerol lipase family	IPR000734; IPR029058; IPR033906; IPR013818	Triacylglycerol lipase family; Alpha/Beta hydrolase fold; Lipase, N-terminal; Lipase	PF00151; Lipase	PTHR11610; LIPASE	GO:0016298(InterPro); GO:0006629(InterPro); GO:0005615(PANTHER)|GO:0016042(PANTHER)|GO:0016298(PANTHER)|GO:0016298(InterPro)	enzyme; digestion	DIGESTION	tr|A0A4C1Y231|A0A4C1Y231_EUMVA Pancreatic lipase-related protein 2 OS=Eumeta variegata OX=151549 GN=PNLIPRP2 PE=3 SV=1
g16795.t1	108	87.929	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	290	tr|A0A4C1UBS2|A0A4C1UBS2_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	91.135	97.0	0.0	544.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	97.264	100.0	30.0	100.0	95.0	Peptidase S10, serine carboxypeptidase	IPR001563; IPR029058; IPR018202; IPR033124	Peptidase S10, serine carboxypeptidase; Alpha/Beta hydrolase fold; Serine carboxypeptidase, serine active site; Serine carboxypeptidases, histidine active site	PF00450; Serine carboxypeptidase	PTHR11802; SERINE PROTEASE FAMILY S10 SERINE CARBOXYPEPTIDASE	GO:0004185(InterPro)|GO:0006508(InterPro); GO:0004185(InterPro); GO:0004185(PANTHER)|GO:0004185(InterPro)|GO:0006508(InterPro)	enzyme; digestion	DIGESTION	tr|A0A4C1UBS2|A0A4C1UBS2_EUMVA Carboxypeptidase OS=Eumeta variegata OX=151549 GN=EVAR_86258_1 PE=3 SV=1
g2163.t1	109	87.929	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	553	tr|A0A9R0EA29|A0A9R0EA29_SPOFR	Spodoptera frugiperda	7108	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	82.657	97.0	0.0	947.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	97.264	100.0	30.0	100.0	95.0	Patatin-like phospholipase domain	IPR002641; IPR016035; IPR033562	Patatin-like phospholipase domain; Acyl transferase/acyl hydrolase/lysophospholipase; Patatin-like phospholipase domain-containing protein	PF01734; Patatin-like phospholipase	PTHR12406; CALCIUM-INDEPENDENT PHOSPHOLIPASE A2  IPLA2 -RELATED	GO:0006629(InterPro); GO:0004806(PANTHER)|GO:0005737(PANTHER)|GO:0005811(PANTHER)|GO:0016020(PANTHER)|GO:0016042(InterPro)|GO:0016787(InterPro)|GO:0019433(PANTHER)|GO:0055088(PANTHER)	enzyme; digestion	DIGESTION	triacylglycerol lipase OS=Spodoptera frugiperda OX=7108 GN=LOC118263277 PE=4 SV=1
g18644.t1	110	87.929	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	690	tr|A0A8B8IIV9|A0A8B8IIV9_VANTA	Vanessa tameamea	334116	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	75.983	97.0	0.0	1019.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	97.264	100.0	30.0	100.0	95.0	MFS transporter superfamily	IPR036259; IPR002350; IPR004156; IPR036058	MFS transporter superfamily; Kazal domain; Organic anion transporter polypeptide; Kazal domain superfamily	PF07648; Kazal-type serine protease inhibitor domain; PF03137; Organic Anion Transporter Polypeptide (OATP) family	PTHR11388; ORGANIC ANION TRANSPORTER	GO:0005515(InterPro); GO:0016020(InterPro)|GO:0055085(InterPro); GO:0015347(PANTHER)|GO:0016020(InterPro)|GO:0016323(PANTHER)|GO:0043252(PANTHER)|GO:0055085(InterPro)	enzyme; transporter; digestion	DIGESTION	tr|A0A8B8IIV9|A0A8B8IIV9_VANTA Solute carrier organic anion transporter family member OS=Vanessa tameamea OX=334116 GN=LOC113401364 PE=3 SV=1
g14063.t1	111	87.839	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	418	tr|A0A4C1XT66|A0A4C1XT66_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	77.206	98.0	0.0	673.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	97.964	100.0	30.0	93.0	100.0	CHK kinase-like	IPR015897; IPR004119; IPR011009	CHK kinase-like; Ecdysteroid kinase-like; Protein kinase-like domain superfamily	PF02958; Ecdysteroid kinase-like family	PTHR11012; PROTEIN KINASE-LIKE DOMAIN-CONTAINING		enzyme	GROWTH_DEVELOPMENT	tr|A0A4C1XT66|A0A4C1XT66_EUMVA CHK kinase-like domain-containing protein OS=Eumeta variegata OX=151549 GN=EVAR_103287_1 PE=4 SV=1
g4084.t1	112	87.777	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	336	tr|A0A4C1TID5|A0A4C1TID5_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	83.881	96.0	0.0	576.0	11	11	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	96.755	100.0	30.0	100.0	95.0	Alpha/Beta hydrolase fold	IPR029058; IPR033906; IPR000734; IPR013818	Alpha/Beta hydrolase fold; Lipase, N-terminal; Triacylglycerol lipase family; Lipase	PF00151; Lipase	PTHR11610; LIPASE	GO:0006629(InterPro); GO:0016298(InterPro); GO:0005615(PANTHER)|GO:0016042(PANTHER)|GO:0016298(InterPro)|GO:0016298(PANTHER)|GO:0017171(PANTHER)	enzyme; digestion	DIGESTION	Pancreatic triacylglycerol lipase OS=Eumeta variegata OX=151549 GN=PNLIP PE=3 SV=1
