qseqid	sseqid	pident	length	qlen	slen	qcovs	evalue	bitscore	stitle	source	source_file	classification
g7919.t1	tr|A0A4C1VYH9|A0A4C1VYH9_EUMVA	89.286	476	477	476	99	0.0	864.0	Facilitated trehalose transporter Tret1 OS=Eumeta variegata OX=151549 GN=Tret1 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g7919.t1	tr|A0A4C1W1A3|A0A4C1W1A3_EUMVA	64.924	459	477	472	96	0.0	640.0	Facilitated trehalose transporter Tret1 OS=Eumeta variegata OX=151549 GN=Tret1 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g7919.t1	tr|A0A835L185|A0A835L185_SPOEX	43.421	456	477	470	95	5.73e-145	432.0	Major facilitator superfamily (MFS) profile domain-containing protein OS=Spodoptera exigua OX=7107 GN=HW555_011889 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g7919.t1	tr|A0A9R0CYC9|A0A9R0CYC9_SPOFR	43.202	456	477	470	95	2.4300000000000002e-144	431.0	Facilitated trehalose transporter Tret1-like OS=Spodoptera frugiperda OX=7108 GN=LOC118264956 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g7919.t1	tr|A0A9J7DMM4|A0A9J7DMM4_SPOLT	42.291	454	477	470	95	1.06e-142	426.0	Facilitated trehalose transporter Tret1-like isoform X1 OS=Spodoptera litura OX=69820 GN=LOC111348313 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g7919.t1	tr|A0ABR3IFI0|A0ABR3IFI0_LOXSC	44.493	454	477	464	95	3.03e-142	425.0	Major facilitator superfamily (MFS) profile domain-containing protein OS=Loxostege sticticalis OX=481309 GN=ABMA27_013484 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g7919.t1	tr|A0ACC2R467|A0ACC2R467_9NEOP	41.921	458	477	464	96	1.06e-141	424.0	Major facilitator superfamily (MFS) profile domain-containing protein OS=Mythimna loreyi OX=667449 GN=PYW08_002335 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g7919.t1	tr|A0A9J7IHR5|A0A9J7IHR5_SPOLT	43.333	450	477	470	94	2.86e-141	422.0	Facilitated trehalose transporter Tret1-like isoform X1 OS=Spodoptera litura OX=69820 GN=LOC111348311 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g7919.t1	tr|A0ABR3HAD9|A0ABR3HAD9_LOXSC	42.826	460	477	464	96	1.0099999999999999e-140	421.0	Major facilitator superfamily (MFS) profile domain-containing protein OS=Loxostege sticticalis OX=481309 GN=ABMA27_009243 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g7919.t1	tr|A0A9P0IHD5|A0A9P0IHD5_SPOLI	42.391	460	477	754	96	2.28e-139	427.0	Major facilitator superfamily (MFS) profile domain-containing protein OS=Spodoptera littoralis OX=7109 GN=SPLIT_LOCUS12125 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g7919.t1	tr|A0A9P0IHD5|A0A9P0IHD5_SPOLI	43.852	244	477	754	96	9.59e-70	246.0	Major facilitator superfamily (MFS) profile domain-containing protein OS=Spodoptera littoralis OX=7109 GN=SPLIT_LOCUS12125 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g7922.t1	tr|A0A4C1W2J2|A0A4C1W2J2_EUMVA	59.524	168	345	202	85	9.719999999999999e-61	202.0	Uncharacterized protein OS=Eumeta variegata OX=151549 GN=EVAR_31242_1 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g7922.t1	tr|A0A4C1W2J2|A0A4C1W2J2_EUMVA	41.667	168	345	202	85	1.7800000000000002e-33	132.0	Uncharacterized protein OS=Eumeta variegata OX=151549 GN=EVAR_31242_1 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g7922.t1	tr|A0A4C1VZT9|A0A4C1VZT9_EUMVA	52.866	157	345	249	83	3.8299999999999995e-42	156.0	Uncharacterized protein OS=Eumeta variegata OX=151549 GN=EVAR_31246_1 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g7922.t1	tr|A0A4C1VZT9|A0A4C1VZT9_EUMVA	37.572	173	345	249	83	5.6e-23	105.0	Uncharacterized protein OS=Eumeta variegata OX=151549 GN=EVAR_31246_1 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g7923.t1	tr|A0A4C1VZT9|A0A4C1VZT9_EUMVA	45.876	194	271	249	71	1.14e-53	183.0	Uncharacterized protein OS=Eumeta variegata OX=151549 GN=EVAR_31246_1 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g7925.t2	tr|A0A9P0N9Q2|A0A9P0N9Q2_SPOLI	40.084	237	244	250	95	3.57e-47	166.0	Androgen-dependent TFPI-regulating protein-like OS=Spodoptera littoralis OX=7109 GN=SPLIT_LOCUS11892 PE=3 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g7925.t2	tr|A0A9R0CYQ6|A0A9R0CYQ6_SPOFR	39.662	237	244	250	95	8.66e-47	165.0	Androgen-dependent TFPI-regulating protein-like OS=Spodoptera frugiperda OX=7108 GN=LOC118265311 PE=3 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g7925.t2	tr|A0ACC1CVM6|A0ACC1CVM6_9NEOP	38.819	237	244	249	96	2.03e-43	156.0	Uncharacterized protein OS=Dendrolimus kikuchii OX=765133 GN=K1T71_008877 PE=3 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g7925.t2	tr|A0A9P0BKE2|A0A9P0BKE2_CHRIL	37.238	239	244	250	96	2.0299999999999997e-42	154.0	Androgen-dependent TFPI-regulating protein-like OS=Chrysodeixis includens OX=689277 GN=CINC_LOCUS1618 PE=3 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g7925.t2	tr|A0AAD7YMT3|A0AAD7YMT3_MYTSE	39.754	244	244	250	98	8.05e-41	149.0	Androgen-dependent TFPI-regulating protein-like OS=Mythimna separata OX=271217 GN=PYW07_002158 PE=3 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g7925.t2	tr|A0ACC2R1Q7|A0ACC2R1Q7_9NEOP	40.336	238	244	250	95	8.86e-41	149.0	Uncharacterized protein OS=Mythimna loreyi OX=667449 GN=PYW08_002083 PE=3 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g7925.t2	tr|A0A8R1WIT0|A0A8R1WIT0_BOMMO	36.681	229	244	248	93	2.23e-40	148.0	Androgen-dependent TFPI-regulating protein-like OS=Bombyx mori OX=7091 PE=3 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g7925.t2	tr|A0A6J2KI63|A0A6J2KI63_BOMMA	36.681	229	244	248	93	2.23e-40	148.0	Androgen-dependent TFPI-regulating protein-like OS=Bombyx mandarina OX=7092 GN=LOC114250806 PE=3 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g7926.t1	tr|A0A4C1ZYV0|A0A4C1ZYV0_EUMVA	87.705	244	246	294	99	1.1099999999999999e-126	369.0	PAX3-and PAX7-binding protein 1 OS=Eumeta variegata OX=151549 GN=PAXBP1 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g7926.t1	tr|A0ACC1DDE0|A0ACC1DDE0_9NEOP	59.109	247	246	680	99	1.01e-77	256.0	GCF C-terminal domain-containing protein OS=Dendrolimus kikuchii OX=765133 GN=K1T71_003532 PE=3 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g7926.t1	tr|A0AAV1JII2|A0AAV1JII2_9NEOP	55.87	247	246	799	100	1.54e-71	243.0	GCF C-terminal domain-containing protein OS=Leptosia nina OX=320188 GN=LNINA_LOCUS8103 PE=3 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g7926.t1	tr|A0A8J2W2S5|A0A8J2W2S5_9NEOP	59.426	244	246	788	99	6.47e-70	238.0	(African queen) hypothetical protein OS=Danaus chrysippus OX=151541 GN=DCHRY22_LOCUS11948 PE=3 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g7926.t1	tr|A0A2W1BYA0|A0A2W1BYA0_HELAM	60.163	246	246	543	100	1.0699999999999999e-67	227.0	GCF C-terminal domain-containing protein OS=Helicoverpa armigera OX=29058 GN=HaOG203110 PE=3 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g7926.t1	tr|A0ABR3IGD9|A0ABR3IGD9_LOXSC	60.656	244	246	808	99	1.5500000000000001e-66	229.0	GCF C-terminal domain-containing protein OS=Loxostege sticticalis OX=481309 GN=ABMA27_011473 PE=3 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g7926.t1	tr|A0A194RJ26|A0A194RJ26_PAPMA	63.008	246	246	805	100	4.18e-66	228.0	GC-rich sequence DNA-binding factor 1 OS=Papilio machaon OX=76193 GN=RR48_06634 PE=3 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g7926.t1	tr|A0A9P0SN55|A0A9P0SN55_PIEBR	55.738	244	246	790	99	4.84e-65	225.0	GCF C-terminal domain-containing protein OS=Pieris brassicae OX=7116 GN=PIBRA_LOCUS445 PE=3 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g7926.t1	tr|A0A8S4SKH8|A0A8S4SKH8_9NEOP	63.934	244	246	852	99	2.3600000000000002e-64	224.0	Jg5743 protein OS=Pararge aegeria aegeria OX=348720 GN=jg5743 PE=3 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g7926.t1	tr|A0AAD7Z0Q0|A0AAD7Z0Q0_MYTSE	56.504	246	246	812	100	3.3499999999999997e-60	212.0	GCF C-terminal domain-containing protein OS=Mythimna separata OX=271217 GN=PYW07_014275 PE=3 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g7927.t1	tr|A0A6J2KPV0|A0A6J2KPV0_BOMMA	30.178	169	211	413	77	3.22e-17	89.4	Uncharacterized protein LOC114253611 OS=Bombyx mandarina OX=7092 GN=LOC114253611 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g7927.t1	tr|A0A4C1URG2|A0A4C1URG2_EUMVA	30.857	175	211	364	80	8.7e-16	84.7	Protein ref(2)P OS=Eumeta variegata OX=151549 GN=ref(2)P PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g7928.t1	tr|A0A9P0N924|A0A9P0N924_SPOLI	52.381	105	145	338	72	8.23e-31	122.0	THAP-type domain-containing protein OS=Spodoptera littoralis OX=7109 GN=SPLIT_LOCUS12237 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g7928.t1	tr|A0A9J7EB13|A0A9J7EB13_SPOLT	51.429	105	145	204	72	1.27e-30	118.0	Uncharacterized protein LOC111355632 isoform X1 OS=Spodoptera litura OX=69820 GN=LOC111355632 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g7928.t1	tr|A0A9J7IRR5|A0A9J7IRR5_SPOLT	51.429	105	145	203	72	1.35e-30	118.0	Uncharacterized protein LOC111355632 isoform X2 OS=Spodoptera litura OX=69820 GN=LOC111355632 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g7928.t1	tr|A0ACC2QUA4|A0ACC2QUA4_9NEOP	41.958	143	145	157	97	3.8499999999999996e-30	115.0	THAP-type domain-containing protein OS=Mythimna loreyi OX=667449 GN=PYW08_004033 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g7928.t1	tr|A0AAV1LQQ5|A0AAV1LQQ5_9NEOP	45.902	122	145	191	84	1.0100000000000001e-29	115.0	THAP-type domain-containing protein OS=Parnassius mnemosyne OX=213953 GN=PARMNEM_LOCUS16735 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g7928.t1	tr|A0AAV1L7I0|A0AAV1L7I0_9NEOP	46.875	128	145	511	88	1.7700000000000001e-29	121.0	THAP-type domain-containing protein OS=Parnassius mnemosyne OX=213953 GN=PARMNEM_LOCUS11483 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g7928.t1	tr|A0AAV1LAZ3|A0AAV1LAZ3_9NEOP	46.875	128	145	523	88	2.2000000000000002e-29	121.0	THAP-type domain-containing protein (Fragment) OS=Parnassius mnemosyne OX=213953 GN=PARMNEM_LOCUS11483 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g7928.t1	tr|A0AAV1L702|A0AAV1L702_9NEOP	46.875	128	145	584	88	2.97e-29	121.0	THAP-type domain-containing protein OS=Parnassius mnemosyne OX=213953 GN=PARMNEM_LOCUS11483 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g7928.t1	tr|A0A8S3WHH9|A0A8S3WHH9_PARAO	49.524	105	145	178	72	3.16e-28	111.0	(apollo) hypothetical protein OS=Parnassius apollo OX=110799 GN=PAPOLLO_LOCUS6539 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g7928.t1	tr|A0ABM3M636|A0ABM3M636_BICAN	42.537	134	145	221	92	6.29e-28	112.0	Uncharacterized protein LOC128199807 isoform X2 OS=Bicyclus anynana OX=110368 GN=LOC128199807 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g7931.t1	tr|A0A4C1VXA1|A0A4C1VXA1_EUMVA	80.925	173	187	1855	92	1.32e-76	259.0	Histone-lysine N-methyltransferase eggless OS=Eumeta variegata OX=151549 GN=egg PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g7931.t1	tr|A0A2W1CJS1|A0A2W1CJS1_HELAM	59.677	186	187	331	90	1.6299999999999999e-52	180.0	Histone-lysine N-methyltransferase OS=Helicoverpa armigera OX=29058 GN=HaOG216779 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g7931.t1	tr|A0ACC2Q3S8|A0ACC2Q3S8_9NEOP	56.716	201	187	2459	97	1.69e-50	184.0	Uncharacterized protein OS=Mythimna loreyi OX=667449 GN=PYW08_010933 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g7931.t1	tr|A0A2W1BFS7|A0A2W1BFS7_HELAM	59.677	186	187	641	90	7.73e-50	179.0	Histone-lysine N-methyltransferase OS=Helicoverpa armigera OX=29058 GN=HaOG212739 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g7931.t1	tr|A0A9R0E4D1|A0A9R0E4D1_SPOFR	56.593	182	187	2313	90	8.190000000000001e-47	174.0	Uncharacterized protein LOC118280206 OS=Spodoptera frugiperda OX=7108 GN=LOC118280206 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g7931.t1	tr|A0AAD7Y972|A0AAD7Y972_MYTSE	59.195	174	187	2645	90	6.4699999999999995e-46	171.0	Uncharacterized protein OS=Mythimna separata OX=271217 GN=PYW07_011358 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g7931.t1	tr|A0A9P0BXR6|A0A9P0BXR6_CHRIL	52.604	192	187	2214	97	2.43e-44	167.0	Histone-lysine N-methyltransferase eggless OS=Chrysodeixis includens OX=689277 GN=CINC_LOCUS9846 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g7931.t1	tr|A0A7E5WGV5|A0A7E5WGV5_TRINI	54.922	193	187	2268	97	4.35e-44	166.0	Histone-lysine N-methyltransferase eggless isoform X2 OS=Trichoplusia ni OX=7111 GN=LOC113502290 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g7931.t1	tr|A0A7E5WHH4|A0A7E5WHH4_TRINI	54.922	193	187	2269	97	4.39e-44	166.0	Uncharacterized protein LOC113502290 isoform X1 OS=Trichoplusia ni OX=7111 GN=LOC113502290 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g7931.t1	tr|A0ACC1DG49|A0ACC1DG49_9NEOP	56.14	171	187	2553	90	3.64e-43	163.0	Uncharacterized protein OS=Dendrolimus kikuchii OX=765133 GN=K1T71_000915 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g7940.t1	tr|A0A4C1UEP2|A0A4C1UEP2_EUMVA	66.292	89	89	89	100	2.2400000000000002e-32	117.0	Gustatory receptor OS=Eumeta variegata OX=151549 GN=EVAR_12620_1 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g7940.t1	tr|A0A4C1ZAG2|A0A4C1ZAG2_EUMVA	63.636	77	89	132	87	3.59e-27	105.0	Gustatory receptor OS=Eumeta variegata OX=151549 GN=EVAR_61221_1 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g7940.t1	tr|A0A4C1UER0|A0A4C1UER0_EUMVA	61.905	84	89	182	94	1.92e-25	102.0	Gustatory receptor OS=Eumeta variegata OX=151549 GN=EVAR_12608_1 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g7940.t1	tr|A0A4C1UG61|A0A4C1UG61_EUMVA	57.282	103	89	266	97	2.87e-25	103.0	Gustatory receptor OS=Eumeta variegata OX=151549 GN=EVAR_12613_1 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g7940.t1	tr|A0A4C1UF25|A0A4C1UF25_EUMVA	58.333	84	89	242	94	5.29e-24	100.0	Gustatory receptor OS=Eumeta variegata OX=151549 GN=EVAR_12616_1 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g7940.t1	tr|A0A4C1YWY2|A0A4C1YWY2_EUMVA	52.439	82	89	95	92	3.92e-22	91.3	Uncharacterized protein OS=Eumeta variegata OX=151549 GN=EVAR_54135_1 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g7940.t1	tr|A0A4C1XDJ7|A0A4C1XDJ7_EUMVA	55.056	89	89	192	99	1.97e-20	89.7	Gustatory receptor OS=Eumeta variegata OX=151549 GN=EVAR_44992_1 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g7940.t1	tr|A0A4C1YQP3|A0A4C1YQP3_EUMVA	52.326	86	89	350	94	3.2e-20	92.0	Gustatory receptor OS=Eumeta variegata OX=151549 GN=EVAR_59561_1 PE=3 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g7940.t1	tr|A0A4C1YV24|A0A4C1YV24_EUMVA	51.19	84	89	135	93	1.45e-19	85.9	Uncharacterized protein OS=Eumeta variegata OX=151549 GN=EVAR_59562_1 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g7940.t1	tr|A0A4C1ZKJ4|A0A4C1ZKJ4_EUMVA	56.627	83	89	359	93	2.26e-19	90.1	Gustatory receptor OS=Eumeta variegata OX=151549 GN=EVAR_65047_1 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g7942.t1	tr|A0ABR3I9J1|A0ABR3I9J1_LOXSC	79.796	490	491	1757	99	0.0	724.0	Down syndrome cell adhesion molecule-like protein Dscam2 OS=Loxostege sticticalis OX=481309 GN=ABMA27_014593 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g7942.t1	tr|A0ACC1D0L9|A0ACC1D0L9_9NEOP	79.184	490	491	1757	99	0.0	722.0	Uncharacterized protein OS=Dendrolimus kikuchii OX=765133 GN=K1T71_007127 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g7942.t1	tr|A0ABM3N7E3|A0ABM3N7E3_GALME	79.108	493	491	1763	100	0.0	722.0	Cell adhesion molecule Dscam2-like isoform X2 OS=Galleria mellonella OX=7137 GN=LOC113514894 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g7942.t1	tr|A0AAV1LPE1|A0AAV1LPE1_9NEOP	77.189	491	491	1859	100	0.0	720.0	Down syndrome cell adhesion molecule-like protein Dscam2 OS=Parnassius mnemosyne OX=213953 GN=PARMNEM_LOCUS15395 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g7942.t1	tr|A0ABN8AX66|A0ABN8AX66_CHISP	78.776	490	491	1756	99	0.0	720.0	Down syndrome cell adhesion molecule-like protein Dscam2 OS=Chilo suppressalis OX=168631 GN=CHILSU_LOCUS1070 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g7942.t1	tr|A0ABM3N7D6|A0ABM3N7D6_GALME	78.947	494	491	1764	100	0.0	717.0	Cell adhesion molecule Dscam2-like isoform X1 OS=Galleria mellonella OX=7137 GN=LOC113514894 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g7942.t1	tr|A0ABM3N7E2|A0ABM3N7E2_GALME	78.947	494	491	1519	100	0.0	716.0	Cell adhesion molecule Dscam2-like isoform X3 OS=Galleria mellonella OX=7137 GN=LOC113514894 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g7942.t1	tr|A0ACF8LB93|A0ACF8LB93_9NEOP	76.939	490	491	1757	99	0.0	716.0	Uncharacterized protein OS=Scirpophaga incertulas OX=72366 GN=ACJJTC_003821 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g7942.t1	tr|A0A8S3XMI5|A0A8S3XMI5_PARAO	76.578	491	491	1759	100	0.0	709.0	(apollo) hypothetical protein OS=Parnassius apollo OX=110799 GN=PAPOLLO_LOCUS19792 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g7942.t1	tr|A0A9J7J124|A0A9J7J124_SPOLT	80.081	492	491	1760	100	0.0	707.0	Down syndrome cell adhesion molecule-like protein Dscam2 OS=Spodoptera litura OX=69820 GN=LOC111359313 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g7946.t1	tr|A0A8S0Z471|A0A8S0Z471_ARCPL	60.681	529	526	649	99	0.0	634.0	Ig-like domain-containing protein OS=Arctia plantaginis OX=874455 GN=APLA_LOCUS2881 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g7946.t1	tr|A0A821LD31|A0A821LD31_9NEOP	57.576	528	526	657	99	0.0	621.0	Ig-like domain-containing protein OS=Pieris macdunnoughi OX=345717 GN=PMACD_LOCUS523 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g7946.t1	tr|A0AAV1K1F2|A0AAV1K1F2_9NEOP	60.038	528	526	651	99	0.0	620.0	Ig-like domain-containing protein OS=Leptosia nina OX=320188 GN=LNINA_LOCUS13580 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g7946.t1	tr|A0A7E5W764|A0A7E5W764_TRINI	57.034	526	526	654	99	0.0	618.0	Uncharacterized protein LOC113499933 OS=Trichoplusia ni OX=7111 GN=LOC113499933 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g7946.t1	tr|A0A9P0BKM0|A0A9P0BKM0_CHRIL	57.547	530	526	649	99	0.0	617.0	Ig-like domain-containing protein OS=Chrysodeixis includens OX=689277 GN=CINC_LOCUS211 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g7946.t1	tr|A0A9P0XKJ1|A0A9P0XKJ1_PIEBR	56.604	530	526	649	99	0.0	616.0	Ig-like domain-containing protein OS=Pieris brassicae OX=7116 GN=PIBRA_LOCUS14140 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g7946.t1	tr|A0AAU9UVG8|A0AAU9UVG8_EUPED	59.316	526	526	650	99	0.0	607.0	Ig-like domain-containing protein OS=Euphydryas editha OX=104508 GN=EEDITHA_LOCUS18150 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g7946.t1	tr|A0A212F9Q8|A0A212F9Q8_DANPL	57.624	505	526	629	96	0.0	605.0	Hemicentin-1 like protein OS=Danaus plexippus plexippus OX=278856 GN=KGM_203980 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g7946.t1	tr|A0A8J2MEY9|A0A8J2MEY9_9NEOP	57.791	507	526	651	96	0.0	605.0	(African queen) hypothetical protein OS=Danaus chrysippus OX=151541 GN=DCHRY22_LOCUS621 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g7946.t1	tr|A0ABN8HLB1|A0ABN8HLB1_9NEOP	58.745	526	526	665	99	0.0	602.0	Ig-like domain-containing protein (Fragment) OS=Iphiclides podalirius OX=110791 GN=IPOD504_LOCUS683 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g7949.t1	tr|C6ZEB8|C6ZEB8_LOXSC	55.932	118	163	138	72	1.47e-39	139.0	Pheromone binding protein female 1 (Fragment) OS=Loxostege sticticalis OX=481309 GN=PBPFM1 PE=2 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g7949.t1	tr|A0ABR3HAU7|A0ABR3HAU7_LOXSC	55.932	118	163	171	72	1.65e-39	140.0	Uncharacterized protein OS=Loxostege sticticalis OX=481309 GN=ABMA27_008317 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g7949.t1	tr|A0A194PRR4|A0A194PRR4_PAPXU	55.0	140	163	370	84	5.91e-39	145.0	Dehydrogenase/reductase SDR family member 11 OS=Papilio xuthus OX=66420 GN=RR46_11715 PE=3 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g7949.t1	tr|A0A194RJ27|A0A194RJ27_PAPMA	60.0	120	163	378	72	4.2199999999999996e-38	142.0	Dehydrogenase/reductase SDR family member 11 OS=Papilio machaon OX=76193 GN=RR48_09992 PE=3 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g7949.t1	tr|A0A9P0FSQ8|A0A9P0FSQ8_CHRIL	45.679	162	163	166	96	4.6e-38	137.0	Uncharacterized protein OS=Chrysodeixis includens OX=689277 GN=CINC_LOCUS6856 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g7949.t1	tr|B8ZWK7|B8ZWK7_BOMMO	49.689	161	163	160	96	5.51e-38	136.0	Odorant-binding protein 7 OS=Bombyx mori OX=7091 GN=OBP7 PE=2 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g7949.t1	tr|A0A8R1TDA2|A0A8R1TDA2_BOMMO	50.323	155	163	160	93	5.51e-38	136.0	Uncharacterized protein OS=Bombyx mori OX=7091 GN=100286765 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g7949.t1	tr|C0SQ84|C0SQ84_BOMMO	50.323	155	163	160	93	5.51e-38	136.0	Odorant binding protein OS=Bombyx mori OX=7091 GN=fmxg1I14 PE=2 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g7949.t1	tr|A0A7E5WKC3|A0A7E5WKC3_TRINI	45.399	163	163	166	99	8.18e-38	136.0	Uncharacterized protein LOC113502999 OS=Trichoplusia ni OX=7111 GN=LOC113502999 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g7949.t1	tr|A0A1B3P5I7|A0A1B3P5I7_EOGHI	50.0	138	163	180	83	1.08e-37	136.0	Odorant binding protein OS=Eogystia hippophaecolus OX=1206364 PE=2 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
