Gene_ID,Length,GC(%),N_Count,Invalid_Characters
g14124,4392,32.54,0,
g14125,7823,32.24,0,
g14126,16562,38.36,0,
g14127,15280,35.67,0,
g14128,8048,37.87,0,
g14129,2062,36.32,0,
g1413,13360,34.06,0,
g14130,357,57.14,0,
g14131,207,63.29,0,
g14132,1849,32.02,0,
g14133,663,35.9,0,
g14134,16141,34.32,0,
g14135,15448,35.1,0,
g14136,21993,35.34,0,
g14137,18397,35.31,0,
g14138,6117,37.49,0,
g14139,454,53.74,0,
g1414,2825,43.5,0,
g14140,106926,37.21,0,
g14141,261,69.73,0,
g14142,366,66.12,0,
g14143,6911,32.9,0,
g14144,11481,32.89,0,
g14145,4811,38.68,0,
g14146,957,34.8,0,
g14147,5036,35.37,0,
g14148,16146,33.12,0,
g14149,38637,40.28,0,
g1415,870,58.16,0,
g14150,302,46.03,0,
g14151,3287,37.85,0,
g14152,273,54.95,0,
g14153,20911,34.58,0,
g14154,4030,38.46,0,
g14155,1274,35.09,0,
g14156,73229,37.05,0,
g14157,48481,35.32,0,
g14158,547,47.35,0,
g14159,285,53.68,0,
g1416,327,64.83,0,
g14160,16622,34.89,0,
g14161,13657,37.49,0,
g14162,12401,37.59,0,
g14163,11769,36.15,0,
g14164,2532,31.0,0,
g14165,11119,32.81,0,
g14166,5185,35.35,0,
g14167,3580,38.8,0,
g14168,26059,38.84,0,
g14169,2590,34.9,0,
g1417,26597,34.5,0,
g14170,297,56.57,0,
g14171,683,37.48,0,
g14172,2440,36.15,0,
g14173,25504,34.59,0,
g14174,2719,38.84,0,
g14175,2097,29.47,0,
g14176,4155,33.91,0,
g14177,2577,37.33,0,
g14178,1079,41.98,0,
g14179,1491,42.92,0,
g1418,2018,38.75,0,
g14180,345,51.88,0,
g14181,317,49.53,0,
g14182,23951,35.52,0,
g14183,4955,32.41,0,
g14184,954,38.57,0,
g14185,27424,35.5,0,
g14186,1131,35.28,0,
g14187,5545,32.52,0,
g14188,6148,34.69,0,
g14189,294,66.67,0,
g1419,363,35.26,0,
g14190,1716,46.04,0,
g14191,1364,34.9,0,
g14192,1560,32.37,0,
g14193,11519,39.61,0,
g14194,4194,34.74,0,
g14195,12462,40.67,0,
g14196,7157,53.98,0,
g14197,41349,34.83,0,
g14198,35451,34.45,0,
g14199,525,63.81,0,
g142,84914,37.25,0,
g1420,13127,35.96,0,
g14200,23835,42.28,0,
g14201,525,75.62,0,
g14202,339,78.76,0,
g14203,5592,41.95,0,
g14204,633,48.34,0,
g14205,7117,38.79,0,
g14206,21224,43.35,0,
g14207,1156,49.13,0,
g14208,53135,38.17,0,
g14209,1556,38.24,0,
g1421,12820,37.66,0,
g14210,234,61.11,0,
g14211,1787,62.9,0,
g14212,9751,36.18,0,
g14213,279,48.75,0,
g14214,4242,35.45,0,
g14215,1422,41.07,0,
g14216,1290,40.7,0,
g14217,6173,33.71,0,
g14218,19459,33.25,0,
g14219,8248,33.28,0,
g1422,67831,37.14,0,
g14220,12246,37.2,0,
g14221,1617,36.18,0,
g14222,13940,34.59,0,
g14223,2205,38.59,0,
g14224,1049,30.41,0,
g14225,5934,31.21,0,
g14226,9895,32.11,0,
g14227,472,33.9,0,
g14228,591,32.32,0,
g14229,6383,34.04,0,
g1423,21833,34.67,0,
g14230,2278,38.98,0,
g14231,24384,36.11,0,
g14232,417,52.04,0,
g14233,9473,36.0,0,
g14234,2983,39.56,0,
g14235,16698,41.61,0,
g14236,5763,33.84,0,
g14237,12645,34.68,0,
g14238,2096,37.69,0,
g14239,21588,40.86,0,
g1424,3174,30.31,0,
g14240,3352,37.5,0,
g14241,1275,43.14,0,
g14242,28569,33.62,0,
g14243,3273,38.99,0,
g14244,2191,31.77,0,
g14245,3408,34.86,0,
g14246,21915,37.12,0,
g14247,3909,29.7,0,
g14248,6196,38.61,0,
g14249,11394,46.31,0,
g1425,405,37.53,0,
g14250,4037,36.02,0,
g14251,5096,37.03,0,
g14252,9214,35.06,0,
g14253,58395,37.86,0,
g14254,12514,34.25,0,
g14255,2185,29.2,0,
g14256,14371,39.73,0,
g14257,5686,37.25,0,
g14258,24388,36.67,0,
g14259,5447,34.92,0,
g1426,86836,36.88,0,
g14260,372,55.65,0,
g14261,11347,36.56,0,
g14262,339,62.24,0,
g14263,3967,33.8,0,
g14264,781,42.64,0,
g14265,33565,37.61,0,
g14266,63594,37.58,0,
g14267,14844,34.8,0,
g14268,28192,35.41,0,
g14269,21794,35.47,0,
g1427,717,33.19,0,
g14270,27493,36.41,0,
g14271,26643,36.1,0,
g14272,21618,38.38,0,
g14273,16349,37.67,0,
g14274,20278,38.14,0,
g14275,659,37.63,0,
g14276,2537,41.86,0,
g14277,2567,43.09,0,
g14278,4349,40.93,0,
g14279,1455,44.67,0,
g1428,8139,38.08,0,
g14280,6283,34.17,0,
g14281,19615,34.35,0,
g14282,28833,34.64,0,
g14283,15216,33.64,0,
g14284,4547,34.46,0,
g14285,270,40.0,0,
g14286,14022,34.87,0,
g14287,23507,37.24,0,
g14288,1121,48.35,0,
g14289,8633,34.9,0,
g1429,19688,42.66,0,
g14290,8004,32.22,0,
g14291,1331,35.54,0,
g14292,18540,35.59,0,
g14293,2228,38.6,0,
g14294,4835,34.93,0,
g14295,1307,32.98,0,
g14296,9484,32.64,0,
g14297,2836,40.09,0,
g14298,4008,38.3,0,
g14299,10175,36.58,0,
g143,895,37.77,0,
g1430,7599,40.36,0,
g14300,10817,38.09,0,
g14301,5144,35.52,0,
g14302,1959,39.25,0,
g14303,249,57.03,0,
g14304,3521,34.65,0,
g14305,11707,38.26,0,
g14306,4605,33.53,0,
g14307,1384,34.1,0,
g14308,423,36.17,0,
g14309,6378,32.77,0,
g1431,1198,43.24,0,
g14310,321,55.14,0,
g14311,13061,42.72,0,
g14312,3770,41.78,0,
g14313,17706,35.46,0,
g14314,2797,39.79,0,
g14315,2847,36.53,0,
g14316,56911,38.57,0,
g14317,15737,36.91,0,
g14318,1800,39.61,0,
g14319,3129,46.24,0,
g1432,366,61.75,0,
g14320,1673,41.18,0,
g14321,384,46.61,0,
g14322,11842,34.44,0,
g14323,5992,31.17,0,
g14324,9009,40.24,0,
g14325,354,59.04,0,
g14326,312,59.94,0,
g14327,585,61.88,0,
g14328,339,60.47,0,
g14329,4967,34.85,0,
g1433,3301,38.32,0,
g14330,26424,35.93,0,
g14331,10283,38.23,0,
g14332,555,71.71,0,
g14333,252,57.54,0,
g14334,3971,36.29,0,
g14335,345,64.35,0,
g14336,339,51.62,0,
g14337,330,59.7,0,
g14338,4177,39.41,0,
g14339,16322,35.29,0,
g1434,1098,50.36,0,
g14340,1867,32.03,0,
g14341,2874,34.31,0,
g14342,1098,40.89,0,
g14343,29030,34.37,0,
g14344,71304,36.62,0,
g14345,13076,34.56,0,
g14346,37657,38.37,0,
g14347,330,56.67,0,
g14348,3597,37.14,0,
g14349,6550,34.03,0,
g1435,7651,37.09,0,
g14350,240,56.67,0,
g14351,1950,35.64,0,
g14352,5074,33.66,0,
g14353,13178,37.28,0,
g14354,10899,36.1,0,
g14355,15490,37.25,0,
g14356,288,55.21,0,
g14357,2200,39.91,0,
g14358,2695,40.67,0,
g14359,15064,40.99,0,
g1436,6726,32.77,0,
g14360,10901,34.13,0,
g14361,540,45.56,0,
g14362,2312,40.1,0,
g14363,474,49.16,0,
g14364,759,52.83,0,
g14365,7504,35.33,0,
g14366,1290,39.61,0,
g14367,4350,37.49,0,
g14368,3127,31.82,0,
g14369,9440,33.81,0,
g1437,30122,36.11,0,
g14370,35541,37.87,0,
g14371,1549,42.67,0,
g14372,306,65.03,0,
g14373,579,38.69,0,
g14374,6890,35.31,0,
g14375,17079,36.15,0,
g14376,3425,35.21,0,
g14377,2088,34.39,0,
g14378,5031,35.98,0,
g14379,7242,32.45,0,
g1438,1317,40.85,0,
g14380,17586,33.81,0,
g14381,432,56.71,0,
g14382,7107,40.35,0,
g14383,249,60.24,0,
g14384,363,58.4,0,
g14385,339,61.95,0,
g14386,1354,61.37,0,
g14387,327,74.01,0,
g14388,3964,32.64,0,
g14389,267,61.05,0,
g1439,408,38.73,0,
g14390,2303,41.73,0,
g14391,1741,36.7,0,
g14392,3672,37.85,0,
g14393,1289,42.75,0,
g14394,2786,36.5,0,
g14395,8817,39.58,0,
g14396,5301,36.33,0,
g14397,56721,35.28,0,
g14398,3058,28.78,0,
g14399,3497,32.2,0,
g144,35850,37.06,0,
g1440,456,38.82,0,
g14400,7881,31.7,0,
g14401,7434,34.23,0,
g14402,4449,32.88,0,
g14403,14596,33.3,0,
g14404,8083,35.54,0,
g14405,39653,37.63,0,
g14406,255,62.75,0,
g14407,33654,34.86,0,
g14408,323,48.3,0,
g14409,348,36.49,0,
g1441,1351,33.68,0,
g14410,932,40.88,0,
g14411,5473,34.95,0,
g14412,47562,34.93,0,
g14413,4385,65.77,0,
g14414,22649,40.1,0,
g14415,43848,38.16,0,
g14416,3375,39.76,0,
g14417,2955,38.44,0,
g14418,4845,32.65,0,
g14419,231,38.96,0,
g1442,1608,35.39,0,
g14420,375,56.8,0,
g14421,1455,41.44,0,
g14422,4584,35.99,0,
g14423,20119,36.02,0,
g14424,11639,21.6,0,
g14425,309,48.87,0,
g14426,2759,38.09,0,
g14427,9154,34.97,0,
g14428,520,30.0,0,
g14429,3109,37.15,0,
g1443,10248,38.73,0,
g14430,5680,43.86,0,
g14431,2318,38.52,0,
g14432,264,46.21,0,
g14433,26653,39.87,0,
g14434,25764,36.81,0,
g14435,7500,43.33,0,
g14436,30561,37.15,0,
g14437,4483,38.19,0,
g14438,3741,38.39,0,
g14439,9834,37.5,0,
g1444,24356,38.74,0,
g14440,15568,35.35,0,
g14441,28679,36.1,0,
g14442,2564,31.98,0,
g14443,6597,32.67,0,
g14444,33796,33.68,0,
g14445,46050,35.34,0,
g14446,14463,35.05,0,
g14447,2115,31.77,0,
g14448,12359,37.0,0,
g14449,1311,48.13,0,
g1445,45703,39.32,0,
g14450,1248,47.68,0,
g14451,312,31.09,0,
g14452,16958,35.4,0,
g14453,246,54.88,0,
g14454,299,52.51,0,
g14455,9107,41.09,0,
g14456,4906,32.12,0,
g14457,18585,35.65,0,
g14458,531,52.35,0,
g14459,9923,33.53,0,
g1446,4642,39.27,0,
g14460,9983,39.49,0,
g14461,2733,36.0,0,
g14462,4146,32.78,0,
g14463,17774,33.33,0,
g14464,13182,32.3,0,
g14465,1222,34.62,0,
g14466,4040,35.84,0,
g14467,61360,36.41,0,
g14468,5883,35.02,0,
g14469,8905,34.33,0,
g1447,36355,37.15,0,
g14470,2295,36.43,0,
g14471,46308,34.97,0,
g14472,29606,37.6,0,
g14473,2693,37.21,0,
g14474,2158,38.92,0,
g14475,476,44.75,0,
g14476,7591,37.37,0,
g14477,303,49.83,0,
g14478,18286,35.6,0,
g14479,8111,36.6,0,
g1448,25345,35.19,0,
g14480,1820,38.9,0,
g14481,207,59.9,0,
g14482,5920,35.35,0,
g14483,7023,35.7,0,
g14484,27682,38.25,0,
g14485,1119,36.37,0,
g14486,3947,63.52,0,
g14487,543,66.67,0,
g14488,2108,61.05,0,
g14489,306,59.15,0,
g1449,28589,34.62,0,
g14490,300,60.67,0,
g14491,1284,66.98,0,
g14492,258,57.75,0,
g14493,1566,59.51,0,
g14494,921,56.46,0,
g14495,1970,57.16,0,
g14496,1697,62.29,0,
g14497,273,56.41,0,
g14498,1611,60.4,0,
g14499,1281,56.36,0,
g145,2375,40.59,0,
g1450,1092,35.62,0,
g14500,1495,57.99,0,
g14501,2422,62.14,0,
g14502,8964,37.16,0,
g14503,318,52.52,0,
g14504,237,66.24,0,
g14505,435,54.71,0,
g14506,10923,33.82,0,
g14507,28272,38.55,0,
g14508,3551,37.34,0,
g14509,546,65.02,0,
g1451,1467,67.96,0,
g14510,4078,37.25,0,
g14511,11168,36.79,0,
g14512,219,60.27,0,
g14513,6853,37.53,0,
g14514,4233,38.51,0,
g14515,556,35.61,0,
g14516,23206,38.46,0,
g14517,288,63.54,0,
g14518,318,64.15,0,
g14519,1422,40.86,0,
g1452,36398,36.8,0,
g14520,3577,41.04,0,
g14521,366,60.93,0,
g14522,1623,38.82,0,
g14523,75447,39.9,0,
g14524,6872,39.04,0,
g14525,14400,36.42,0,
g14526,26820,33.26,0,
g14527,18063,38.91,0,
g14528,13294,35.55,0,
g14529,2678,34.2,0,
g1453,9891,34.45,0,
g14530,1881,55.5,0,
g14531,10265,39.13,0,
g14532,9799,35.23,0,
g14533,5493,31.91,0,
g14534,333,38.14,0,
g14535,5990,34.59,0,
g14536,609,38.92,0,
g14537,5114,34.65,0,
g14538,11749,37.68,0,
g14539,8267,37.56,0,
g1454,24190,41.74,0,
g14540,4432,29.69,0,
g14541,11863,35.2,0,
g14542,4533,40.86,0,
g14543,102640,36.65,0,
g14544,37073,36.28,0,
g14545,372,63.98,0,
g14546,2689,36.85,0,
g14547,7868,38.79,0,
g14548,471,37.58,0,
g14549,1992,37.55,0,
g1455,6317,30.79,0,
g14550,30695,33.73,0,
g14551,249,50.2,0,
g14552,1686,37.96,0,
g14553,513,68.42,0,
g14554,264,70.08,0,
g14555,62740,40.94,0,
g14556,22212,38.96,0,
g14557,6213,42.38,0,
g14558,774,51.03,0,
g14559,571,64.1,0,
g1456,2372,32.59,0,
g14560,17332,36.45,0,
g14561,16089,36.95,0,
g14562,897,66.44,0,
g14563,453,42.83,0,
g14564,2180,28.94,0,
g14565,3277,35.25,0,
g14566,1200,60.83,0,
g14567,39421,36.07,0,
g14568,8929,36.3,0,
g14569,37714,36.05,0,
g1457,6735,35.53,0,
g14570,1245,37.35,0,
g14571,3740,39.01,0,
g14572,73872,37.27,0,
g14573,66185,37.15,0,
g14574,18981,35.51,0,
g14575,210,59.52,0,
g14576,65681,33.99,0,
g14577,24995,33.91,0,
g14578,52563,34.84,0,
g14579,11040,34.21,0,
g1458,14286,35.87,0,
g14580,37897,35.54,0,
g14581,345,60.0,0,
g14582,234,69.66,0,
g14583,2299,45.59,0,
g14584,26102,39.01,0,
g14585,1788,50.67,0,
g14586,207,70.05,0,
g14587,4723,36.99,0,
g14588,282,68.79,0,
g14589,16926,36.67,0,
g1459,2855,37.83,0,
g14590,312,68.27,0,
g14591,4555,34.95,0,
g14592,258,55.43,0,
g14593,372,54.3,0,
g14594,2750,45.16,0,
g14595,6722,37.03,0,
g14596,3463,29.86,0,
g14597,9858,33.04,0,
g14598,26056,35.51,0,
g14599,13442,36.03,0,
g146,4656,34.97,0,
g1460,14564,33.47,0,
g14600,48495,37.56,0,
g14601,8260,37.74,0,
g14602,14559,37.89,0,
g14603,10199,35.78,0,
g14604,7388,31.75,0,
g14605,5666,31.98,0,
g14606,675,48.74,0,
g14607,10882,37.99,0,
g14608,947,32.52,0,
g14609,9482,36.24,0,
g1461,896,34.71,0,
g14610,10588,39.37,0,
g14611,417,58.27,0,
g14612,14403,35.28,0,
g14613,300,58.0,0,
g14614,6347,35.31,0,
g14615,8781,36.29,0,
g14616,204,41.18,0,
g14617,2035,29.98,0,
g14618,588,42.86,0,
g14619,447,62.42,0,
g1462,5082,37.21,0,
g14620,471,43.95,0,
g14621,1168,35.62,0,
g14622,3833,36.84,0,
g14623,14881,36.31,0,
g14624,4997,35.32,0,
g14625,1086,39.5,0,
g14626,1343,47.28,0,
g14627,2628,39.99,0,
g14628,22858,38.13,0,
g14629,309,52.43,0,
g1463,2096,36.69,0,
g14630,55564,38.93,0,
g14631,1884,36.94,0,
g14632,5431,33.4,0,
g14633,294,56.8,0,
g14634,1199,47.21,0,
g14635,270,41.85,0,
g14636,84254,36.11,0,
g14637,9903,38.19,0,
g14638,5628,34.43,0,
g14639,1278,37.79,0,
g1464,5853,40.2,0,
g14640,5025,33.11,0,
g14641,576,47.74,0,
g14642,2059,40.12,0,
g14643,88759,37.09,0,
g14644,225,59.11,0,
g14645,3755,35.42,0,
g14646,8906,38.42,0,
g14647,6246,32.98,0,
g14648,17332,36.78,0,
g14649,866,33.26,0,
g1465,1872,35.63,0,
g14650,19060,36.1,0,
g14651,2070,31.93,0,
g14652,6348,33.32,0,
g14653,6027,31.61,0,
g14654,4142,36.53,0,
g14655,3805,40.97,0,
g14656,32848,35.17,0,
g14657,1394,37.45,0,
g14658,4299,31.47,0,
g14659,15108,33.56,0,
g1466,21321,36.95,0,
g14660,3439,32.74,0,
g14661,16708,32.7,0,
g14662,2772,36.87,0,
g14663,28079,39.23,0,
g14664,25146,33.15,0,
g14665,12180,41.38,0,
g14666,6514,31.65,0,
g14667,534,38.39,0,
g14668,945,37.88,0,
g14669,5535,33.42,0,
g1467,11312,36.7,0,
g14670,5917,30.57,0,
g14671,11114,33.49,0,
g14672,1103,32.46,0,
g14673,1610,48.39,0,
g14674,2521,33.68,0,
g14675,6981,31.71,0,
g14676,38186,36.39,0,
g14677,1566,29.82,0,
g14678,1747,33.14,0,
g14679,720,72.36,0,
g1468,13015,36.73,0,
g14680,11425,32.22,0,
g14681,6617,32.4,0,
g14682,2335,31.26,0,
g14683,11555,34.01,0,
g14684,1839,41.22,0,
g14685,8378,40.86,0,
g14686,9991,39.35,0,
g14687,1383,49.17,0,
g14688,12610,35.31,0,
g14689,261,51.34,0,
g1469,21263,36.46,0,
g14690,159898,36.68,0,
g14691,270,48.89,0,
g14692,915,40.55,0,
g14693,76032,35.43,0,
g14694,649,54.24,0,
g14695,13592,36.16,0,
g14696,213,57.75,0,
g14697,216,55.56,0,
g14698,602,70.1,0,
g14699,11339,33.94,0,
g147,446,63.23,0,
g1470,16465,37.97,0,
g14700,12426,33.24,0,
g14701,12919,39.0,0,
g14702,288,53.12,0,
g14703,6111,41.53,0,
g14704,14430,36.85,0,
g14705,31390,36.74,0,
g14706,273,59.34,0,
g14707,6621,38.09,0,
g14708,28037,33.61,0,
g14709,14507,36.07,0,
g1471,3697,32.73,0,
g14710,3101,36.54,0,
g14711,9751,33.86,0,
g14712,29604,36.81,0,
g14713,23963,38.03,0,
g14714,16614,37.7,0,
g14715,252,55.16,0,
g14716,909,62.93,0,
g14717,4035,36.08,0,
g14718,1326,40.12,0,
g14719,16891,38.67,0,
g1472,10376,34.05,0,
g14720,1250,33.52,0,
g14721,13759,34.04,0,
g14722,9273,40.33,0,
g14723,3560,41.83,0,
g14724,23317,37.92,0,
g14725,8216,33.5,0,
g14726,1782,36.48,0,
g14727,38912,37.36,0,
g14728,2072,34.12,0,
g14729,1900,39.89,0,
g1473,56847,35.47,0,
g14730,4920,41.89,0,
g14731,702,58.12,0,
g14732,879,67.35,0,
g14733,669,58.15,0,
g14734,5331,34.67,0,
g14735,4008,37.85,0,
g14736,4150,38.43,0,
g14737,3898,36.38,0,
g14738,98425,36.85,0,
g14739,12167,42.44,0,
g1474,258,67.83,0,
g14740,20296,34.89,0,
g14741,720,35.42,0,
g14742,306,69.93,0,
g14743,2898,43.06,0,
g14744,9048,44.32,0,
g14745,1155,39.83,0,
g14746,6364,39.97,0,
g14747,8798,39.68,0,
g14748,29319,35.39,0,
g14749,18872,39.1,0,
g1475,12932,37.75,0,
g14750,857,31.04,0,
g14751,276,55.07,0,
g14752,2484,31.44,0,
g14753,1355,33.65,0,
g14754,6770,34.28,0,
g14755,12807,33.22,0,
g14756,754,37.27,0,
g14757,2079,40.89,0,
g14758,6897,37.29,0,
g14759,12432,39.19,0,
g1476,6293,40.41,0,
g14760,16635,38.1,0,
g14761,10167,32.87,0,
g14762,10762,31.17,0,
g14763,1270,32.05,0,
g14764,3543,33.95,0,
g14765,1550,36.06,0,
g14766,5050,36.42,0,
g14767,36428,34.22,0,
g14768,9033,35.17,0,
g14769,483,41.41,0,
g1477,12690,34.81,0,
g14770,11719,35.12,0,
g14771,494,26.32,0,
g14772,11722,34.25,0,
g14773,1823,33.85,0,
g14774,5722,30.95,0,
g14775,17606,37.34,0,
g14776,3508,55.1,0,
g14777,20978,31.77,0,
g14778,12524,35.86,0,
g14779,8474,35.63,0,
g1478,384,46.35,0,
g14780,839,30.04,0,
g14781,1806,30.73,0,
g14782,62898,38.18,0,
g14783,228,63.16,0,
g14784,24770,35.24,0,
g14785,16820,37.3,0,
g14786,8362,34.93,0,
g14787,24347,35.66,0,
g14788,17339,36.25,0,
g14789,9081,35.72,0,
g1479,11727,35.83,0,
g14790,7464,35.92,0,
g14791,12078,37.56,0,
g14792,176790,36.24,0,
g14793,1884,35.19,0,
g14794,7950,55.86,0,
g14795,14333,36.9,0,
g14796,1524,38.45,0,
g14797,5117,39.93,0,
g14798,1119,36.19,0,
g14799,801,37.95,0,
g148,146623,35.53,0,
g1480,300,46.0,0,
g14800,3873,35.84,0,
g14801,342,36.84,0,
g14802,3591,36.76,0,
g14803,33095,35.24,0,
g14804,312,45.51,0,
g14805,15949,34.57,0,
g14806,1897,29.78,0,
g14807,2951,34.67,0,
g14808,1619,39.59,0,
g14809,398,48.74,0,
g1481,243,62.55,0,
g14810,2825,34.58,0,
g14811,1507,42.27,0,
g14812,1971,64.18,0,
g14813,510,35.29,0,
g14814,25025,38.44,0,
g14815,2548,40.78,0,
g14816,2436,35.8,0,
g14817,267,51.69,0,
g14818,609,39.08,0,
g14819,435,37.47,0,
g1482,327,57.8,0,
g14820,1339,39.43,0,
g14821,495,54.55,0,
g14822,231,38.1,0,
g14823,8313,39.14,0,
g14824,24942,36.32,0,
g14825,6436,33.62,0,
g14826,1968,39.33,0,
g14827,1070,43.64,0,
g14828,735,37.41,0,
g14829,2724,37.67,0,
g1483,1104,50.82,0,
g14830,8248,34.98,0,
g14831,7979,32.9,0,
g14832,6056,31.79,0,
g14833,15256,33.77,0,
g14834,25846,34.13,0,
g14835,12002,34.06,0,
g14836,1704,33.16,0,
g14837,11621,35.34,0,
g14838,498,58.63,0,
g14839,18194,36.95,0,
g1484,4303,35.46,0,
g14840,2300,36.0,0,
g14841,765,47.58,0,
g14842,18031,34.44,0,
g14843,9191,33.96,0,
g14844,3601,36.82,0,
g14845,8982,33.93,0,
g14846,11086,34.64,0,
g14847,2013,42.03,0,
g14848,23278,35.63,0,
g14849,46541,37.49,0,
g1485,330,50.3,0,
g14850,5219,35.39,0,
g14851,774,60.98,0,
g14852,10198,35.59,0,
g14853,14388,36.41,0,
g14854,1242,58.37,0,
g14855,342,60.23,0,
g14856,3018,42.15,0,
g14857,3842,36.6,0,
g14858,10258,38.24,0,
g14859,273,64.1,0,
g1486,393,57.0,0,
g14860,465,54.41,0,
g14861,11116,33.0,0,
g14862,7687,33.75,0,
g14863,3409,36.61,0,
g14864,632,48.1,0,
g14865,457,61.05,0,
g14866,3175,39.69,0,
g14867,13334,34.35,0,
g14868,5014,36.52,0,
g14869,1920,39.48,0,
g1487,392,43.88,0,
g14870,714,44.26,0,
g14871,16349,32.62,0,
g14872,1565,35.53,0,
g14873,13559,33.76,0,
g14874,988,35.93,0,
g14875,6882,39.28,0,
g14876,18394,41.25,0,
g14877,1303,53.42,0,
g14878,3796,38.46,0,
g14879,3542,38.2,0,
g1488,738,39.97,0,
g14880,38133,38.2,0,
g14881,5747,35.57,0,
g14882,6696,35.77,0,
g14883,11049,34.18,0,
g14884,456,67.32,0,
g14885,35880,34.69,0,
g14886,5226,36.36,0,
g14887,1005,36.62,0,
g14888,6247,40.79,0,
g14889,2556,38.77,0,
g1489,47155,35.97,0,
g14890,8247,40.68,0,
g14891,291,54.98,0,
g14892,7696,37.9,0,
g14893,15346,39.52,0,
g14894,7219,42.39,0,
g14895,9985,38.37,0,
g14896,597,47.74,0,
g14897,585,45.64,0,
g14898,600,42.67,0,
g14899,774,56.98,0,
g149,10462,38.18,0,
g1490,3836,33.97,0,
g14900,6607,36.2,0,
g14901,408,63.48,0,
g14902,312,59.62,0,
g14903,84481,37.93,0,
g14904,2810,30.78,0,
g14905,3124,34.06,0,
g14906,7304,33.86,0,
g14907,858,35.66,0,
g14908,3139,44.66,0,
g14909,7419,38.41,0,
g1491,7994,46.92,0,
g14910,534,56.18,0,
g14911,2572,41.06,0,
g14912,126298,37.74,0,
g14913,2925,35.11,0,
g14914,13878,35.19,0,
g14915,9065,36.73,0,
g14916,9831,35.55,0,
g14917,17203,34.23,0,
g14918,12498,38.1,0,
g14919,1155,51.08,0,
g1492,5660,37.17,0,
g14920,9245,44.64,0,
g14921,18885,33.42,0,
g14922,300,55.0,0,
g14923,13408,35.55,0,
g14924,417,58.51,0,
g14925,6147,36.34,0,
g14926,32396,35.82,0,
g14927,8442,33.64,0,
g14928,1479,52.94,0,
g14929,23437,40.55,0,
g1493,2531,30.34,0,
g14930,10900,36.61,0,
g14931,20849,34.22,0,
g14932,11256,37.19,0,
g14933,4538,36.58,0,
g14934,1161,45.74,0,
g14935,1320,36.52,0,
g14936,30272,36.29,0,
g14937,21476,35.95,0,
g14938,548,35.22,0,
g14939,1853,38.21,0,
g1494,261,69.35,0,
g14940,6656,39.38,0,
g14941,6814,32.79,0,
g14942,1847,36.22,0,
g14943,2603,37.8,0,
g14944,1314,32.95,0,
g14945,23890,35.85,0,
g14946,38904,37.78,0,
g14947,18441,44.61,0,
g14948,55526,37.57,0,
g14949,417,52.76,0,
g1495,7154,38.51,0,
g14950,13922,37.87,0,
g14951,12053,33.97,0,
g14952,11929,35.87,0,
g14953,7779,30.93,0,
g14954,7696,34.08,0,
g14955,1926,37.18,0,
g14956,477,35.43,0,
g14957,2629,31.53,0,
g14958,15469,35.94,0,
g14959,10711,37.2,0,
g1496,31463,41.43,0,
g14960,351,47.01,0,
g14961,366,44.26,0,
g14962,5745,35.46,0,
g14963,12035,36.38,0,
g14964,6749,36.88,0,
g14965,10767,32.79,0,
g14966,11508,34.97,0,
g14967,14683,35.05,0,
g14968,38063,38.65,0,
g14969,17413,32.54,0,
g1497,710,61.69,0,
g14970,303,52.15,0,
g14971,6350,37.37,0,
g14972,4356,37.12,0,
g14973,336,39.29,0,
g14974,25130,36.39,0,
g14975,8242,31.52,0,
g14976,2074,44.02,0,
g14977,4620,36.54,0,
g14978,593,31.2,0,
g14979,1333,32.03,0,
g1498,85395,34.35,0,
g14980,1979,33.96,0,
g14981,5173,37.48,0,
g14982,13352,34.89,0,
g14983,543,46.22,0,
g14984,11654,34.54,0,
g14985,519,64.35,0,
g14986,480,63.33,0,
g14987,536,31.53,0,
g14988,267,41.2,0,
g14989,10200,34.97,0,
g1499,33543,35.32,0,
g14990,500,42.6,0,
g14991,1466,38.13,0,
g14992,363,39.94,0,
g14993,4115,36.23,0,
g14994,618,41.75,0,
g14995,22760,36.75,0,
g14996,518,34.75,0,
g14997,2901,42.61,0,
g14998,8965,36.85,0,
g14999,399,68.92,0,
g15,393,50.13,0,
g150,798,39.35,0,
g1500,4214,39.75,0,
g15000,4358,39.08,0,
g15001,8115,39.57,0,
g15002,654,39.6,0,
g15003,3870,36.74,0,
g15004,5179,36.55,0,
g15005,5733,34.97,0,
g15006,4646,35.21,0,
g15007,7775,41.26,0,
g15008,2799,44.55,0,
g15009,342,57.89,0,
g1501,40199,37.53,0,
g15010,5492,38.09,0,
g15011,51900,33.64,0,
g15012,749,33.38,0,
g15013,11421,34.94,0,
g15014,380,29.47,0,
g15015,5755,35.24,0,
g15016,7384,36.15,0,
g15017,15566,35.87,0,
g15018,7269,34.92,0,
g15019,10909,37.99,0,
g1502,15033,39.27,0,
g15020,5810,37.14,0,
g15021,8219,34.27,0,
g15022,8213,37.12,0,
g15023,17492,38.75,0,
g15024,58974,40.29,0,
g15025,14167,35.07,0,
g15026,6334,33.34,0,
g15027,2268,39.68,0,
g15028,10230,34.56,0,
g15029,13097,35.53,0,
g1503,1408,41.19,0,
g15030,984,72.05,0,
g15031,1569,32.5,0,
g15032,7804,32.47,0,
g15033,954,37.74,0,
g15034,5433,33.63,0,
g15035,21957,33.42,0,
g15036,3584,37.03,0,
g15037,38040,37.3,0,
