Protein_ID	Header	Length_aa	Contains_X	Contains_internal_stop
g5251.t1	g5251.t1	81	No	No
g5252.t1	g5252.t1	105	No	No
g5253.t1	g5253.t1	220	No	No
g5254.t1	g5254.t1	95	No	No
g5255.t1	g5255.t1	76	No	No
g5256.t1	g5256.t1	75	No	No
g5257.t1	g5257.t1	76	No	No
g5258.t1	g5258.t1	80	No	No
g5259.t1	g5259.t1	109	No	No
g5260.t1	g5260.t1	389	No	No
g5261.t1	g5261.t1	116	No	No
g5262.t1	g5262.t1	128	Yes	No
g5263.t1	g5263.t1	78	No	No
g5264.t1	g5264.t1	360	No	No
g5265.t1	g5265.t1	1008	No	No
g5266.t1	g5266.t1	102	No	No
g5267.t1	g5267.t1	550	No	No
g5268.t1	g5268.t1	261	No	No
g5269.t1	g5269.t1	607	No	No
g5270.t1	g5270.t1	82	No	No
g5271.t1	g5271.t1	196	No	No
g5272.t1	g5272.t1	108	No	No
g5273.t1	g5273.t1	165	No	No
g5274.t1	g5274.t1	224	No	No
g5275.t1	g5275.t1	281	No	No
g5276.t1	g5276.t1	342	No	No
g5277.t1	g5277.t1	187	No	No
g5278.t1	g5278.t1	1037	No	No
g5279.t1	g5279.t1	550	No	No
g5280.t1	g5280.t1	210	No	No
g5281.t1	g5281.t1	313	No	No
g5282.t1	g5282.t1	516	No	No
g5283.t1	g5283.t1	164	No	No
g5284.t1	g5284.t1	401	No	No
g5285.t1	g5285.t1	496	No	No
g5286.t1	g5286.t1	588	No	No
g5287.t1	g5287.t1	168	No	No
g5288.t2	g5288.t2	107	Yes	No
g5289.t1	g5289.t1	272	No	No
g5290.t1	g5290.t1	117	No	No
g5291.t1	g5291.t1	258	Yes	No
g5292.t1	g5292.t1	218	No	No
g5293.t1	g5293.t1	369	No	No
g5294.t1	g5294.t1	1108	No	No
g5295.t1	g5295.t1	99	No	No
g5296.t1	g5296.t1	548	No	No
g5297.t1	g5297.t1	1101	No	No
g5298.t1	g5298.t1	452	Yes	No
g5299.t1	g5299.t1	117	No	No
g5300.t1	g5300.t1	86	No	No
g5301.t1	g5301.t1	256	No	No
g5302.t1	g5302.t1	147	No	No
g5303.t1	g5303.t1	114	No	No
g5304.t1	g5304.t1	369	Yes	No
g5305.t1	g5305.t1	54	Yes	No
g5306.t1	g5306.t1	158	No	No
g5307.t1	g5307.t1	124	No	No
g5308.t1	g5308.t1	74	No	No
g5309.t1	g5309.t1	480	No	No
g5310.t1	g5310.t1	267	No	No
g5311.t1	g5311.t1	412	No	No
g5312.t1	g5312.t1	92	No	No
g5313.t1	g5313.t1	85	No	No
g5314.t1	g5314.t1	365	No	No
g5315.t1	g5315.t1	110	No	No
g5316.t1	g5316.t1	98	No	No
g5317.t1	g5317.t1	222	No	No
g5318.t1	g5318.t1	1002	No	No
g5319.t1	g5319.t1	162	No	No
g5320.t1	g5320.t1	169	No	No
g5321.t1	g5321.t1	627	No	No
g5322.t1	g5322.t1	294	No	No
g5323.t1	g5323.t1	345	No	No
g5324.t1	g5324.t1	397	No	No
g5325.t1	g5325.t1	377	No	No
g5326.t1	g5326.t1	204	No	No
g5327.t1	g5327.t1	84	No	No
g5328.t1	g5328.t1	69	No	No
g5329.t1	g5329.t1	97	Yes	No
g5330.t1	g5330.t1	440	No	No
g5331.t1	g5331.t1	1199	No	No
g5332.t1	g5332.t1	67	No	No
g5333.t2	g5333.t2	967	No	No
g5334.t1	g5334.t1	453	No	No
g5335.t2	g5335.t2	231	No	No
g5336.t1	g5336.t1	96	No	No
g5337.t1	g5337.t1	269	No	No
g5338.t1	g5338.t1	947	Yes	No
g5339.t1	g5339.t1	155	No	No
g5340.t1	g5340.t1	166	No	No
g5341.t1	g5341.t1	201	No	No
g5342.t1	g5342.t1	146	Yes	No
g5343.t1	g5343.t1	164	No	No
g5344.t1	g5344.t1	120	No	No
g5345.t1	g5345.t1	547	No	No
g5346.t1	g5346.t1	733	No	No
g5347.t2	g5347.t2	971	No	No
g5348.t1	g5348.t1	369	No	No
g5349.t1	g5349.t1	91	No	No
g5350.t1	g5350.t1	526	No	No
g5351.t1	g5351.t1	124	No	No
g5352.t1	g5352.t1	249	No	No
g5353.t1	g5353.t1	322	No	No
g5354.t1	g5354.t1	235	No	No
g5355.t1	g5355.t1	297	No	No
g5356.t1	g5356.t1	378	No	No
g5357.t1	g5357.t1	303	No	No
g5358.t1	g5358.t1	722	No	No
g5359.t1	g5359.t1	92	Yes	No
g5360.t1	g5360.t1	74	No	No
g5361.t1	g5361.t1	467	No	No
g5362.t1	g5362.t1	264	No	No
g5363.t1	g5363.t1	249	No	No
g5364.t1	g5364.t1	78	No	No
g5365.t1	g5365.t1	455	No	No
g5366.t1	g5366.t1	621	No	No
g5367.t1	g5367.t1	236	No	No
g5368.t1	g5368.t1	111	No	No
g5369.t2	g5369.t2	1679	No	No
g5370.t1	g5370.t1	87	No	No
g5371.t1	g5371.t1	153	No	No
g5372.t1	g5372.t1	116	No	No
g5373.t1	g5373.t1	203	No	No
g5374.t1	g5374.t1	153	No	No
g5375.t1	g5375.t1	120	No	No
g5376.t1	g5376.t1	103	No	No
g5377.t1	g5377.t1	947	No	No
g5378.t1	g5378.t1	214	No	No
g5379.t1	g5379.t1	143	No	No
g5380.t1	g5380.t1	77	No	No
g5381.t1	g5381.t1	579	No	No
g5382.t1	g5382.t1	328	No	No
g5383.t1	g5383.t1	277	Yes	No
g5384.t2	g5384.t2	327	No	No
g5385.t1	g5385.t1	140	Yes	No
g5386.t1	g5386.t1	33	No	No
g5387.t1	g5387.t1	127	No	No
g5388.t1	g5388.t1	379	Yes	No
g5389.t1	g5389.t1	133	Yes	No
g5390.t1	g5390.t1	36	No	No
g5391.t2	g5391.t2	196	No	No
g5392.t1	g5392.t1	209	No	No
g5393.t1	g5393.t1	616	No	No
g5394.t1	g5394.t1	154	No	No
g5395.t1	g5395.t1	119	No	No
g5396.t1	g5396.t1	208	No	No
g5397.t1	g5397.t1	123	No	No
g5398.t1	g5398.t1	130	No	No
g5399.t1	g5399.t1	234	No	No
g5400.t1	g5400.t1	113	No	No
g5401.t1	g5401.t1	360	No	No
g5402.t1	g5402.t1	192	No	No
g5403.t1	g5403.t1	241	No	No
g5404.t1	g5404.t1	171	No	No
g5405.t1	g5405.t1	806	No	No
g5406.t1	g5406.t1	259	No	No
g5407.t1	g5407.t1	371	No	No
g5408.t1	g5408.t1	761	No	No
g5409.t1	g5409.t1	73	No	No
g5410.t1	g5410.t1	170	Yes	No
g5411.t1	g5411.t1	100	No	No
g5412.t1	g5412.t1	1636	No	No
g5413.t1	g5413.t1	245	No	No
g5414.t1	g5414.t1	81	No	No
g5415.t1	g5415.t1	513	No	No
g5416.t1	g5416.t1	211	Yes	No
g5417.t1	g5417.t1	401	No	No
g5418.t3	g5418.t3	363	No	No
g5419.t1	g5419.t1	150	Yes	No
g5420.t1	g5420.t1	759	No	No
g5421.t1	g5421.t1	119	No	No
g5422.t1	g5422.t1	316	No	No
g5423.t1	g5423.t1	380	No	No
g5424.t1	g5424.t1	598	No	No
g5425.t1	g5425.t1	314	No	No
g5426.t1	g5426.t1	358	No	No
g5427.t1	g5427.t1	112	No	No
g5428.t1	g5428.t1	86	No	No
g5429.t1	g5429.t1	420	No	No
g5430.t1	g5430.t1	199	No	No
g5431.t1	g5431.t1	650	No	No
g5432.t1	g5432.t1	922	No	No
g5433.t1	g5433.t1	76	No	No
g5434.t2	g5434.t2	132	No	No
g5435.t1	g5435.t1	133	No	No
g5436.t1	g5436.t1	113	No	No
g5437.t1	g5437.t1	289	Yes	No
g5438.t1	g5438.t1	868	No	No
g5439.t1	g5439.t1	69	No	No
g5440.t1	g5440.t1	365	No	No
g5441.t1	g5441.t1	275	No	No
g5442.t1	g5442.t1	124	No	No
g5443.t1	g5443.t1	466	No	No
g5444.t1	g5444.t1	782	No	No
g5445.t1	g5445.t1	551	No	No
g5446.t1	g5446.t1	123	No	No
g5447.t1	g5447.t1	491	No	No
g5448.t1	g5448.t1	294	No	No
g5449.t1	g5449.t1	1033	No	No
g5450.t1	g5450.t1	372	No	No
g5451.t1	g5451.t1	81	No	No
g5452.t1	g5452.t1	119	No	No
g5453.t1	g5453.t1	749	No	No
g5454.t1	g5454.t1	284	No	No
g5455.t1	g5455.t1	1501	No	No
g5456.t1	g5456.t1	495	No	No
g5457.t1	g5457.t1	247	No	No
g5458.t1	g5458.t1	106	No	No
g5459.t1	g5459.t1	716	No	No
g5460.t1	g5460.t1	464	No	No
g5461.t1	g5461.t1	387	No	No
g5462.t1	g5462.t1	264	No	No
g5463.t1	g5463.t1	733	No	No
g5464.t1	g5464.t1	147	No	No
g5465.t1	g5465.t1	119	No	No
g5466.t1	g5466.t1	445	No	No
g5467.t1	g5467.t1	535	No	No
g5468.t1	g5468.t1	144	No	No
g5469.t1	g5469.t1	3107	No	No
g5470.t1	g5470.t1	1122	Yes	No
g5471.t1	g5471.t1	334	No	No
g5472.t1	g5472.t1	91	No	No
g5473.t1	g5473.t1	299	No	No
g5474.t1	g5474.t1	2035	No	No
g5475.t1	g5475.t1	233	No	No
g5476.t1	g5476.t1	554	No	No
g5477.t1	g5477.t1	293	No	No
g5478.t1	g5478.t1	273	No	No
g5479.t1	g5479.t1	206	No	No
g5480.t1	g5480.t1	95	No	No
g5481.t1	g5481.t1	356	No	No
g5482.t1	g5482.t1	253	No	No
g5483.t1	g5483.t1	127	No	No
g5484.t1	g5484.t1	89	No	No
g5485.t1	g5485.t1	560	No	No
g5486.t1	g5486.t1	441	No	No
g5487.t1	g5487.t1	86	No	No
g5488.t1	g5488.t1	71	Yes	No
g5489.t1	g5489.t1	148	No	No
g5490.t1	g5490.t1	132	No	No
g5491.t1	g5491.t1	115	No	No
g5492.t1	g5492.t1	111	No	No
g5493.t1	g5493.t1	190	No	No
g5494.t1	g5494.t1	333	No	No
g5495.t1	g5495.t1	408	No	No
g5496.t1	g5496.t1	171	No	No
g5497.t1	g5497.t1	326	No	No
g5498.t1	g5498.t1	315	No	No
g5499.t1	g5499.t1	773	No	No
g5500.t1	g5500.t1	510	No	No
g5501.t1	g5501.t1	454	No	No
g5502.t1	g5502.t1	117	No	No
g5503.t1	g5503.t1	69	No	No
g5504.t2	g5504.t2	948	No	No
g5505.t1	g5505.t1	111	No	No
g5506.t1	g5506.t1	124	No	No
g5507.t1	g5507.t1	444	No	No
g5508.t1	g5508.t1	239	No	No
g5509.t1	g5509.t1	123	No	No
g5510.t1	g5510.t1	264	No	No
g5511.t1	g5511.t1	103	No	No
g5512.t1	g5512.t1	728	No	No
g5513.t1	g5513.t1	133	No	No
g5514.t2	g5514.t2	219	No	No
g5515.t1	g5515.t1	489	No	No
g5516.t1	g5516.t1	238	No	No
g5517.t1	g5517.t1	572	No	No
g5518.t1	g5518.t1	584	No	No
g5519.t1	g5519.t1	700	No	No
g5520.t1	g5520.t1	228	No	No
g5521.t1	g5521.t1	683	No	No
g5522.t1	g5522.t1	163	No	No
g5523.t1	g5523.t1	82	No	No
g5524.t1	g5524.t1	139	No	No
g5525.t1	g5525.t1	91	No	No
g5526.t1	g5526.t1	85	No	No
g5527.t1	g5527.t1	206	No	No
g5528.t1	g5528.t1	123	No	No
g5529.t1	g5529.t1	106	No	No
g5530.t1	g5530.t1	76	No	No
g5531.t1	g5531.t1	73	No	No
g5532.t1	g5532.t1	73	No	No
g5533.t2	g5533.t2	376	No	No
g5534.t1	g5534.t1	239	No	No
g5535.t1	g5535.t1	311	Yes	No
g5536.t1	g5536.t1	377	No	No
g5537.t1	g5537.t1	1884	No	No
g5538.t1	g5538.t1	71	No	No
g5539.t1	g5539.t1	207	No	No
g5540.t1	g5540.t1	212	No	No
g5541.t1	g5541.t1	201	No	No
g5542.t1	g5542.t1	270	No	No
g5543.t1	g5543.t1	189	No	No
g5544.t1	g5544.t1	238	No	No
g5545.t1	g5545.t1	243	No	No
g5546.t1	g5546.t1	79	No	No
g5547.t1	g5547.t1	101	No	No
g5548.t1	g5548.t1	847	No	No
g5549.t1	g5549.t1	295	No	No
g5550.t1	g5550.t1	255	No	No
g5551.t1	g5551.t1	122	No	No
g5552.t1	g5552.t1	154	No	No
g5553.t1	g5553.t1	341	No	No
g5554.t1	g5554.t1	501	No	No
g5555.t1	g5555.t1	89	Yes	No
g5556.t1	g5556.t1	90	No	No
g5557.t1	g5557.t1	72	No	No
g5558.t1	g5558.t1	184	No	No
g5559.t1	g5559.t1	431	No	No
g5560.t1	g5560.t1	93	Yes	No
g5561.t1	g5561.t1	629	No	No
g5562.t1	g5562.t1	348	No	No
g5563.t1	g5563.t1	107	No	No
g5564.t1	g5564.t1	121	No	No
g5565.t1	g5565.t1	454	No	No
g5566.t1	g5566.t1	146	No	No
g5567.t1	g5567.t1	1196	No	No
g5568.t1	g5568.t1	494	No	No
g5569.t1	g5569.t1	146	No	No
g5570.t1	g5570.t1	136	No	No
g5571.t1	g5571.t1	135	No	No
g5572.t1	g5572.t1	693	No	No
g5573.t1	g5573.t1	101	No	No
g5574.t2	g5574.t2	480	No	No
g5575.t1	g5575.t1	360	No	No
g5576.t1	g5576.t1	519	No	No
g5577.t1	g5577.t1	117	No	No
g5578.t1	g5578.t1	283	No	No
g5579.t1	g5579.t1	334	No	No
g5580.t1	g5580.t1	366	No	No
g5581.t1	g5581.t1	310	No	No
g5582.t1	g5582.t1	314	No	No
g5583.t1	g5583.t1	130	No	No
g5584.t1	g5584.t1	126	No	No
g5585.t1	g5585.t1	407	No	No
g5586.t1	g5586.t1	262	No	No
g5587.t1	g5587.t1	369	No	No
g5588.t1	g5588.t1	268	No	No
g5589.t1	g5589.t1	148	No	No
g5590.t1	g5590.t1	208	No	No
g5591.t1	g5591.t1	57	Yes	No
g5592.t1	g5592.t1	160	No	No
g5593.t1	g5593.t1	96	No	No
g5594.t1	g5594.t1	156	No	No
g5595.t1	g5595.t1	371	No	No
g5596.t1	g5596.t1	971	No	No
g5597.t1	g5597.t1	744	No	No
g5598.t1	g5598.t1	345	No	No
g5599.t1	g5599.t1	74	No	No
g5600.t1	g5600.t1	268	No	No
g5601.t1	g5601.t1	122	No	No
g5602.t1	g5602.t1	749	Yes	No
g5603.t1	g5603.t1	149	No	No
g5604.t1	g5604.t1	75	No	No
g5605.t1	g5605.t1	123	No	No
g5606.t1	g5606.t1	90	No	No
g5607.t1	g5607.t1	99	No	No
g5608.t1	g5608.t1	890	No	No
g5609.t1	g5609.t1	90	No	No
g5610.t1	g5610.t1	93	No	No
g5611.t1	g5611.t1	9	Yes	No
g5612.t1	g5612.t1	403	Yes	No
g5613.t1	g5613.t1	109	No	No
g5614.t1	g5614.t1	335	No	No
g5615.t1	g5615.t1	148	No	No
g5616.t1	g5616.t1	198	No	No
g5617.t1	g5617.t1	87	No	No
g5618.t1	g5618.t1	635	No	No
g5619.t1	g5619.t1	325	No	No
g5620.t1	g5620.t1	491	No	No
g5621.t1	g5621.t1	402	No	No
g5622.t1	g5622.t1	109	No	No
g5623.t1	g5623.t1	457	No	No
g5624.t1	g5624.t1	338	No	No
g5625.t1	g5625.t1	94	No	No
g5626.t1	g5626.t1	91	No	No
g5627.t1	g5627.t1	481	No	No
g5628.t1	g5628.t1	350	No	No
g5629.t1	g5629.t1	687	No	No
g5630.t1	g5630.t1	56	No	No
g5631.t1	g5631.t1	749	No	No
g5632.t2	g5632.t2	1208	No	No
g5633.t1	g5633.t1	270	No	No
g5634.t1	g5634.t1	297	No	No
g5635.t1	g5635.t1	339	No	No
g5636.t1	g5636.t1	626	No	No
g5637.t1	g5637.t1	290	No	No
g5638.t2	g5638.t2	408	No	No
g5639.t1	g5639.t1	197	No	No
g5640.t1	g5640.t1	304	No	No
g5641.t1	g5641.t1	632	No	No
g5642.t2	g5642.t2	1502	No	No
g5643.t1	g5643.t1	706	No	No
g5644.t1	g5644.t1	514	No	No
g5645.t1	g5645.t1	484	No	No
g5646.t1	g5646.t1	646	No	No
g5647.t1	g5647.t1	1378	No	No
g5648.t1	g5648.t1	380	No	No
g5649.t1	g5649.t1	241	No	No
g5650.t1	g5650.t1	242	No	No
g5651.t1	g5651.t1	149	No	No
g5652.t1	g5652.t1	687	No	No
g5653.t1	g5653.t1	123	No	No
g5654.t3	g5654.t3	425	No	No
g5655.t3	g5655.t3	686	No	No
g5656.t1	g5656.t1	478	No	No
g5657.t1	g5657.t1	809	No	No
g5658.t1	g5658.t1	470	No	No
g5659.t1	g5659.t1	870	No	No
g5660.t1	g5660.t1	77	No	No
g5661.t1	g5661.t1	116	No	No
g5662.t1	g5662.t1	387	No	No
g5663.t1	g5663.t1	863	No	No
g5664.t1	g5664.t1	418	No	No
g5665.t1	g5665.t1	245	No	No
g5666.t1	g5666.t1	370	No	No
g5667.t1	g5667.t1	287	No	No
g5668.t1	g5668.t1	341	No	No
g5669.t1	g5669.t1	337	No	No
g5670.t1	g5670.t1	219	No	No
g5671.t1	g5671.t1	367	No	No
g5672.t2	g5672.t2	856	No	No
g5673.t1	g5673.t1	355	No	No
g5674.t2	g5674.t2	621	No	No
g5675.t1	g5675.t1	136	No	No
g5676.t1	g5676.t1	234	No	No
g5677.t1	g5677.t1	130	No	No
g5678.t1	g5678.t1	479	No	No
g5679.t1	g5679.t1	462	No	No
g5680.t1	g5680.t1	235	No	No
g5681.t1	g5681.t1	569	No	No
g5682.t1	g5682.t1	109	No	No
g5683.t1	g5683.t1	3053	No	No
g5684.t1	g5684.t1	524	No	No
g5685.t1	g5685.t1	953	No	No
g5686.t1	g5686.t1	1845	No	No
g5687.t1	g5687.t1	226	No	No
g5688.t1	g5688.t1	251	No	No
g5689.t1	g5689.t1	153	No	No
g5690.t1	g5690.t1	288	No	No
g5691.t1	g5691.t1	133	Yes	No
g5692.t1	g5692.t1	402	No	No
g5693.t1	g5693.t1	234	No	No
g5694.t1	g5694.t1	47	No	No
g5695.t1	g5695.t1	420	Yes	No
g5696.t1	g5696.t1	598	No	No
g5697.t1	g5697.t1	77	No	No
g5698.t2	g5698.t2	156	No	No
g5699.t1	g5699.t1	215	No	No
g5700.t1	g5700.t1	482	No	No
g5701.t1	g5701.t1	329	No	No
g5702.t1	g5702.t1	85	No	No
g5703.t1	g5703.t1	449	No	No
g5704.t1	g5704.t1	377	No	No
g5705.t1	g5705.t1	66	No	No
g5706.t1	g5706.t1	520	No	No
g5707.t1	g5707.t1	68	Yes	No
g5708.t1	g5708.t1	523	No	No
g5709.t1	g5709.t1	442	No	No
g5710.t1	g5710.t1	104	No	No
g5711.t1	g5711.t1	103	No	No
g5712.t1	g5712.t1	251	No	No
g5713.t1	g5713.t1	212	No	No
g5714.t1	g5714.t1	680	No	No
g5715.t1	g5715.t1	140	No	No
g5716.t1	g5716.t1	164	No	No
g5717.t1	g5717.t1	871	No	No
g5718.t1	g5718.t1	96	No	No
g5719.t1	g5719.t1	236	No	No
g5720.t2	g5720.t2	71	Yes	No
g5721.t1	g5721.t1	90	No	No
g5722.t1	g5722.t1	631	No	No
g5723.t2	g5723.t2	3142	No	No
g5724.t1	g5724.t1	1216	No	No
g5725.t1	g5725.t1	251	No	No
g5726.t1	g5726.t1	338	No	No
g5727.t1	g5727.t1	349	No	No
g5728.t1	g5728.t1	161	No	No
g5729.t1	g5729.t1	326	No	No
g5730.t1	g5730.t1	1072	No	No
g5731.t1	g5731.t1	317	No	No
g5732.t1	g5732.t1	119	Yes	No
g5733.t1	g5733.t1	245	No	No
g5734.t1	g5734.t1	79	No	No
g5735.t1	g5735.t1	82	No	No
g5736.t1	g5736.t1	150	No	No
g5737.t1	g5737.t1	243	No	No
g5738.t1	g5738.t1	222	No	No
g5739.t1	g5739.t1	199	No	No
g5740.t1	g5740.t1	175	No	No
g5741.t1	g5741.t1	226	No	No
g5742.t1	g5742.t1	57	Yes	No
g5743.t1	g5743.t1	783	No	No
g5744.t1	g5744.t1	48	No	No
g5745.t1	g5745.t1	139	No	No
g5746.t1	g5746.t1	180	No	No
g5747.t1	g5747.t1	144	No	No
g5748.t1	g5748.t1	118	No	No
g5749.t1	g5749.t1	210	No	No
g5750.t1	g5750.t1	164	No	No
g5751.t1	g5751.t1	140	No	No
g5752.t1	g5752.t1	186	No	No
g5753.t2	g5753.t2	522	No	No
g5754.t1	g5754.t1	127	No	No
g5755.t1	g5755.t1	278	No	No
g5756.t1	g5756.t1	1286	No	No
g5757.t1	g5757.t1	415	No	No
g5758.t1	g5758.t1	477	No	No
g5759.t1	g5759.t1	364	No	No
g5760.t1	g5760.t1	107	No	No
g5761.t1	g5761.t1	353	No	No
g5762.t1	g5762.t1	126	No	No
g5763.t1	g5763.t1	143	No	No
g5764.t1	g5764.t1	412	No	No
g5765.t1	g5765.t1	311	No	No
g5766.t1	g5766.t1	1696	No	No
g5767.t1	g5767.t1	104	No	No
g5768.t1	g5768.t1	127	No	No
g5769.t1	g5769.t1	1213	No	No
g5770.t1	g5770.t1	64	Yes	No
g5771.t1	g5771.t1	1051	No	No
g5772.t1	g5772.t1	735	No	No
g5773.t1	g5773.t1	170	No	No
g5774.t1	g5774.t1	195	No	No
g5775.t1	g5775.t1	98	No	No
g5776.t1	g5776.t1	586	No	No
g5777.t1	g5777.t1	898	No	No
g5778.t1	g5778.t1	432	No	No
g5779.t1	g5779.t1	75	No	No
g5780.t1	g5780.t1	199	No	No
g5781.t1	g5781.t1	558	No	No
g5782.t1	g5782.t1	206	No	No
g5783.t1	g5783.t1	317	No	No
g5784.t1	g5784.t1	524	No	No
g5785.t1	g5785.t1	477	No	No
g5786.t1	g5786.t1	355	No	No
g5787.t1	g5787.t1	181	No	No
g5788.t1	g5788.t1	945	No	No
g5789.t1	g5789.t1	240	No	No
g5790.t1	g5790.t1	90	No	No
g5791.t1	g5791.t1	67	Yes	No
g5792.t1	g5792.t1	209	No	No
g5793.t1	g5793.t1	303	No	No
g5794.t1	g5794.t1	517	No	No
g5795.t1	g5795.t1	724	No	No
g5796.t2	g5796.t2	3756	No	No
g5797.t1	g5797.t1	179	No	No
g5798.t1	g5798.t1	88	No	No
g5799.t1	g5799.t1	118	No	No
g5800.t1	g5800.t1	112	No	No
g5801.t1	g5801.t1	144	No	No
g5802.t1	g5802.t1	143	No	No
g5803.t1	g5803.t1	74	No	No
g5804.t1	g5804.t1	89	No	No
g5805.t1	g5805.t1	145	No	No
g5806.t2	g5806.t2	981	No	No
g5807.t1	g5807.t1	108	No	No
g5808.t1	g5808.t1	86	No	No
g5809.t1	g5809.t1	224	No	No
g5810.t1	g5810.t1	95	No	No
g5811.t1	g5811.t1	376	No	No
g5812.t1	g5812.t1	1164	No	No
g5813.t1	g5813.t1	461	No	No
g5814.t1	g5814.t1	715	No	No
g5815.t1	g5815.t1	256	No	No
g5816.t1	g5816.t1	94	No	No
g5817.t1	g5817.t1	416	No	No
g5818.t1	g5818.t1	92	No	No
g5819.t1	g5819.t1	500	No	No
g5820.t1	g5820.t1	289	No	No
g5821.t1	g5821.t1	296	No	No
g5822.t1	g5822.t1	79	No	No
g5823.t1	g5823.t1	116	No	No
g5824.t1	g5824.t1	35	Yes	No
g5825.t1	g5825.t1	742	No	No
g5826.t1	g5826.t1	309	No	No
g5827.t1	g5827.t1	305	Yes	No
g5828.t1	g5828.t1	121	No	No
g5829.t1	g5829.t1	74	No	No
g5830.t1	g5830.t1	226	No	No
g5831.t1	g5831.t1	105	No	No
g5832.t1	g5832.t1	81	No	No
g5833.t1	g5833.t1	137	No	No
g5834.t1	g5834.t1	574	No	No
g5835.t1	g5835.t1	60	No	No
g5836.t1	g5836.t1	934	No	No
g5837.t1	g5837.t1	162	No	No
g5838.t1	g5838.t1	685	No	No
g5839.t1	g5839.t1	248	No	No
g5840.t1	g5840.t1	294	No	No
g5841.t1	g5841.t1	137	No	No
g5842.t1	g5842.t1	254	No	No
g5843.t1	g5843.t1	145	No	No
g5844.t1	g5844.t1	155	No	No
g5845.t1	g5845.t1	1204	No	No
g5846.t1	g5846.t1	77	No	No
g5847.t1	g5847.t1	96	No	No
g5848.t1	g5848.t1	97	No	No
g5849.t1	g5849.t1	173	No	No
g5850.t1	g5850.t1	32	Yes	No
g5851.t1	g5851.t1	287	No	No
g5852.t1	g5852.t1	237	No	No
g5853.t1	g5853.t1	523	No	No
g5854.t1	g5854.t1	239	Yes	No
g5855.t1	g5855.t1	85	No	No
g5856.t1	g5856.t1	165	No	No
g5857.t1	g5857.t1	194	No	No
g5858.t1	g5858.t1	884	No	No
g5859.t2	g5859.t2	689	No	No
g5860.t3	g5860.t3	787	No	No
g5861.t1	g5861.t1	307	No	No
g5862.t1	g5862.t1	2186	No	No
g5863.t1	g5863.t1	90	No	No
g5864.t1	g5864.t1	1226	No	No
g5865.t1	g5865.t1	208	Yes	No
g5866.t1	g5866.t1	95	No	No
g5867.t2	g5867.t2	466	No	No
g5868.t1	g5868.t1	610	Yes	No
g5869.t1	g5869.t1	580	No	No
g5870.t1	g5870.t1	1624	No	No
g5871.t1	g5871.t1	308	No	No
g5872.t1	g5872.t1	309	No	No
g5873.t1	g5873.t1	512	No	No
g5874.t1	g5874.t1	290	Yes	No
g5875.t1	g5875.t1	124	No	No
g5876.t1	g5876.t1	218	No	No
g5877.t1	g5877.t1	68	No	No
g5878.t1	g5878.t1	258	No	No
g5879.t1	g5879.t1	71	No	No
g5880.t1	g5880.t1	81	No	No
g5881.t1	g5881.t1	453	No	No
g5882.t1	g5882.t1	129	No	No
g5883.t1	g5883.t1	382	No	No
g5884.t1	g5884.t1	533	No	No
g5885.t1	g5885.t1	422	No	No
g5886.t1	g5886.t1	146	No	No
g5887.t1	g5887.t1	424	No	No
g5888.t1	g5888.t1	936	No	No
g5889.t1	g5889.t1	109	No	No
g5890.t1	g5890.t1	439	No	No
g5891.t1	g5891.t1	284	No	No
g5892.t1	g5892.t1	267	No	No
g5893.t1	g5893.t1	282	No	No
g5894.t1	g5894.t1	288	No	No
g5895.t1	g5895.t1	165	No	No
g5896.t1	g5896.t1	550	No	No
g5897.t1	g5897.t1	1326	No	No
g5898.t1	g5898.t1	94	No	No
g5899.t1	g5899.t1	97	No	No
g5900.t1	g5900.t1	1121	No	No
g5901.t1	g5901.t1	952	No	No
g5902.t1	g5902.t1	993	No	No
g5903.t1	g5903.t1	476	No	No
g5904.t1	g5904.t1	563	No	No
g5905.t2	g5905.t2	202	No	No
g5906.t1	g5906.t1	302	Yes	No
g5907.t1	g5907.t1	120	No	No
g5908.t1	g5908.t1	200	No	No
g5909.t1	g5909.t1	388	No	No
g5910.t1	g5910.t1	93	No	No
g5911.t1	g5911.t1	231	No	No
g5912.t1	g5912.t1	480	No	No
g5913.t1	g5913.t1	324	No	No
g5914.t1	g5914.t1	124	No	No
g5915.t1	g5915.t1	136	Yes	No
g5916.t1	g5916.t1	343	Yes	No
g5917.t1	g5917.t1	827	No	No
g5918.t1	g5918.t1	94	No	No
g5919.t1	g5919.t1	149	No	No
g5920.t1	g5920.t1	101	No	No
g5921.t1	g5921.t1	159	No	No
g5922.t1	g5922.t1	127	No	No
g5923.t1	g5923.t1	317	No	No
g5924.t1	g5924.t1	292	No	No
g5925.t1	g5925.t1	131	No	No
g5926.t1	g5926.t1	645	No	No
g5927.t1	g5927.t1	1772	No	No
g5928.t1	g5928.t1	651	No	No
g5929.t1	g5929.t1	949	No	No
g5930.t1	g5930.t1	284	No	No
g5931.t1	g5931.t1	219	No	No
g5932.t1	g5932.t1	101	No	No
g5933.t1	g5933.t1	135	No	No
g5934.t1	g5934.t1	30	Yes	No
g5935.t1	g5935.t1	100	No	No
g5936.t1	g5936.t1	400	No	No
g5937.t1	g5937.t1	410	No	No
g5938.t1	g5938.t1	82	No	No
g5939.t1	g5939.t1	482	No	No
g5940.t1	g5940.t1	508	No	No
g5941.t2	g5941.t2	156	No	No
g5942.t1	g5942.t1	85	No	No
